"","LSOA11","bA_DI_2018","bA_PT_2018","bA_HE_2018","bA_OT_2018","bA_ED_2018","bB_DI_2018","bB_PT_2018","bB_HE_2018","bB_OT_2018","bB_ED_2018","bC_DI_2018","bC_PT_2018","bC_HE_2018","bC_OT_2018","bC_ED_2018","bD_DI_2018","bD_PT_2018","bD_HE_2018","bD_OT_2018","bD_ED_2018","bE_DI_2018","bE_PT_2018","bE_HE_2018","bE_OT_2018","bE_ED_2018","bF_DI_2018","bF_PT_2018","bF_HE_2018","bF_OT_2018","bF_ED_2018","bG_DI_2018","bG_PT_2018","bG_HE_2018","bG_OT_2018","bG_ED_2018","bH_DI_2018","bH_PT_2018","bH_HE_2018","bH_OT_2018","bH_ED_2018","bI_DI_2018","bI_PT_2018","bI_HE_2018","bI_OT_2018","bI_ED_2018","bJ_DI_2018","bJ_PT_2018","bJ_HE_2018","bJ_OT_2018","bJ_ED_2018","bK_DI_2018","bK_PT_2018","bK_HE_2018","bK_OT_2018","bK_ED_2018","bL_DI_2018","bL_PT_2018","bL_HE_2018","bL_OT_2018","bL_ED_2018","bM_DI_2018","bM_PT_2018","bM_HE_2018","bM_OT_2018","bM_ED_2018","Unknown_DI_2018","Unknown_PT_2018","Unknown_HE_2018","Unknown_OT_2018","Unknown_ED_2018","AllCars_DI_2018","AllCars_PT_2018","AllCars_HE_2018","AllCars_OT_2018","AllCars_ED_2018","AvgCO2_DI_2018","AvgCO2_PT_2018","AvgCO2_HE_2018","AvgCO2_OT_2018","AvgCO2_ED_2018","AvgAge_DI_2018","AvgAge_PT_2018","AvgAge_HE_2018","AvgAge_OT_2018","AvgAge_ED_2018"
"1","E01030319",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,3,0,0,12,18,4,0,0,22,46,5,0,1,84,177,0,0,0,99,141,0,0,0,56,89,0,0,0,45,63,1,0,0,31,59,0,0,0,13,22,0,0,0,9,29,0,0,0,3,56,0,1,0,374,701,17,1,1,152.463611859838,154.548837209302,93.0588235294118,NA,110,6.561624,8.809138,5.107057,24.229979,4.668035
"2","E01030318",0,0,0,4,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,8,12,4,0,1,13,50,5,0,0,40,95,4,0,0,58,117,5,0,0,57,92,0,0,0,43,48,1,0,0,41,65,4,0,0,19,26,0,0,0,5,77,0,0,0,2,61,0,0,0,286,643,36,4,1,163.964788732394,175.725085910653,101.888888888889,0,99,5.865366,9.656821,4.514487,2.236823,4.344969
"3","E01030331",0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,4,0,2,0,0,8,30,6,0,0,13,59,1,0,0,57,119,0,0,0,58,159,0,0,0,42,89,0,0,0,22,73,0,0,0,28,49,1,0,0,4,16,0,0,0,2,16,0,0,0,4,63,0,1,0,242,673,15,3,0,149.613445378151,150.83606557377,84.4,0,NA,8.221969,10.173942,4.508509,8.563996,NA
"4","E01030333",0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,8,19,3,0,0,23,38,1,0,1,41,130,2,0,0,59,122,0,0,0,29,83,0,0,0,15,65,0,0,0,17,45,1,0,0,7,20,0,0,0,4,7,0,1,0,6,53,1,1,0,211,582,13,4,1,147.336585365854,150.829867674858,85.9166666666667,103.333333333333,104,8.121722,10.097679,6.537565,11.24709,2.247775
"5","E01030330",0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,5,0,4,0,0,14,22,4,0,0,17,49,3,0,0,66,114,0,0,0,62,152,0,0,0,38,92,0,0,0,37,60,0,0,0,10,55,0,0,0,5,21,0,0,0,5,15,0,0,0,3,57,0,1,0,262,637,14,2,0,145.6138996139,153.391379310345,84.3571428571429,0,NA,7.964554,10.342859,4.932433,13.685146,NA
"6","E01030335",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,6,19,2,0,0,29,38,3,0,0,57,101,1,0,0,61,175,0,0,0,43,102,0,0,0,18,59,0,0,0,23,40,0,0,0,7,20,0,0,0,5,13,0,0,0,4,46,0,1,0,254,613,9,2,0,148.848,153.144620811287,89.2222222222222,0,NA,8.445891,10.029792,5.832534,9.839835,NA
"7","E01030332",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,8,22,4,0,0,19,44,4,0,0,54,92,0,0,0,51,121,1,0,0,34,93,0,0,0,13,66,0,0,0,13,46,0,0,0,8,21,0,0,0,2,9,0,0,0,5,48,0,0,0,207,562,15,0,0,145.594059405941,153.710116731518,91.0666666666667,NA,NA,8.373392,10.924087,6.132055,NA,NA
"8","E01030972",0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,7,28,5,0,0,24,30,3,0,0,89,119,1,0,0,73,163,0,0,0,47,113,0,0,0,29,62,0,0,0,24,57,2,0,0,5,12,0,0,0,5,9,0,0,0,7,63,0,0,0,311,656,16,2,0,147.292763157895,151.866779089376,101.5625,0,NA,8.237035,10.484507,6.061418,2.86516,NA
"9","E01002556",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,8,11,5,0,0,14,30,5,0,0,50,84,2,0,0,68,114,0,0,0,44,103,0,0,0,19,50,0,0,0,25,45,1,1,0,9,13,0,0,0,3,9,0,0,0,4,46,0,0,0,244,505,17,1,0,151.375,154.882352941176,98.8823529411765,192,NA,8.939544,11.190899,5.995208,14.080766,NA
"10","E01030349",0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,2,0,4,0,0,5,25,5,0,0,22,39,4,0,1,55,124,3,0,0,72,132,1,0,0,54,98,0,0,0,51,72,0,0,0,40,62,2,0,0,16,35,0,0,0,6,45,0,0,0,1,64,0,1,0,324,696,24,4,1,159.439628482972,164.912974683544,99.3333333333333,0,110,6.384735,9.759094,5.363221,6.494181,3.274469
"11","E01030348",0,0,0,10,0,0,0,4,0,0,0,0,3,0,0,2,1,1,0,0,13,17,7,0,0,22,40,2,0,0,52,115,4,0,0,73,129,1,0,0,59,90,0,0,0,44,44,0,0,0,22,55,4,0,0,20,27,0,0,0,5,57,0,0,0,4,76,0,2,0,316,651,26,12,0,155.237179487179,167.226086956522,105.269230769231,0,NA,6.345998,9.741221,5.191912,5.87999,NA
"12","E01030996",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,4,0,0,8,26,5,0,0,15,51,6,0,0,75,143,6,0,0,84,155,6,0,0,54,97,0,0,0,54,68,1,0,0,32,48,3,0,0,7,15,1,0,0,9,23,0,0,0,2,75,0,3,0,342,702,34,4,0,154.482352941176,152.389154704944,119.441176470588,0,NA,6.917243,10.467681,4.974593,15.568103,NA
"13","E01030747",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,13,20,6,0,0,32,24,2,0,2,95,98,0,0,0,91,133,1,0,0,62,84,0,0,0,35,50,0,0,0,23,39,0,0,0,5,17,0,1,0,7,17,0,1,0,11,58,0,1,0,377,540,12,4,2,145.549180327869,156.340248962656,90.9166666666667,200,105.5,8.413335,11.450798,4.885694,12.841204,3.750855
"14","E01030651",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,18,21,3,0,0,33,28,1,0,0,54,104,1,0,0,76,128,0,0,0,39,107,0,0,0,21,60,1,0,0,24,44,0,0,0,10,9,0,0,0,3,9,0,0,0,7,43,0,1,0,289,553,9,2,0,144.673758865248,152.078431372549,99.8888888888889,0,NA,7.707933,10.01944,6.115749,10.323066,NA
"15","E01003826",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,2,0,0,12,22,2,0,0,14,22,0,0,0,52,69,2,0,0,46,124,0,0,0,34,81,0,0,0,22,61,0,0,0,6,30,2,0,0,6,10,0,0,0,5,9,0,0,0,5,41,1,0,0,205,470,12,0,0,145.245,153.263403263403,103.454545454545,NA,NA,8.209284,10.364197,4.300665,NA,NA
"16","E01030648",0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,17,24,3,0,0,26,47,0,0,0,67,126,0,0,0,77,170,0,0,0,42,100,0,0,0,18,65,0,0,0,18,40,1,0,0,7,14,0,0,0,6,19,0,0,0,4,65,0,1,0,284,670,9,3,0,144.232142857143,151.21652892562,95.1111111111111,0,NA,7.590211,10.691339,4.092478,7.77002,NA
"17","E01030649",0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,3,1,2,0,0,18,31,5,0,0,35,40,8,0,0,90,141,5,0,0,85,165,0,0,0,49,127,0,0,0,33,69,0,0,0,20,45,0,0,0,4,13,0,0,0,6,10,0,0,0,7,55,0,0,0,350,697,25,2,0,142.874635568513,149.190031152648,93.56,0,NA,7.322404,9.921422,5.970704,3.531827,NA
"18","E01030705",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,10,32,5,0,0,25,52,2,0,0,60,137,0,0,0,63,159,0,0,0,46,124,0,0,0,24,53,0,0,0,22,32,1,0,0,9,12,0,0,0,4,15,0,0,0,1,47,0,0,0,265,666,11,0,0,147.981060606061,147.376413570275,96.0909090909091,NA,NA,7.766083,9.805143,6.744819,NA,NA
"19","E01030702",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,6,13,5,0,0,13,24,0,0,1,36,80,41,0,0,45,108,0,0,0,28,71,0,0,0,13,44,0,0,0,9,31,0,0,0,4,11,0,0,0,6,5,0,0,0,1,38,2,0,0,165,425,52,0,1,148.591463414634,151.97157622739,110.24,NA,109,8.644688,10.654729,3.716632,NA,5.577002
"20","E01030680",0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,13,29,3,0,0,18,43,1,0,0,63,157,2,0,0,73,140,1,0,0,62,103,0,0,0,38,57,0,0,0,22,66,1,0,0,8,23,0,0,0,8,23,0,0,0,4,68,0,1,0,311,710,12,4,0,151.651465798046,154.358255451713,97.1666666666667,0,NA,7.573986,10.385326,4.588637,6.563996,NA
"21","E01030681",0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2,0,3,0,0,15,29,2,0,0,33,47,4,0,0,70,126,2,0,0,67,157,0,0,0,65,117,0,0,0,18,57,0,0,0,25,44,2,0,0,7,20,0,0,0,8,29,0,0,0,5,62,0,1,0,315,688,17,2,0,147.277419354839,155.180511182109,97.7058823529412,0,NA,7.593719,10.27729,4.801062,12.198493,NA
"22","E01030477",0,0,0,5,0,0,0,4,0,0,0,0,2,0,0,1,0,6,0,0,14,22,2,0,0,26,44,5,0,0,73,114,2,0,0,90,166,1,0,0,64,91,0,0,0,34,78,0,0,0,25,65,2,0,0,15,25,0,0,0,9,20,0,0,0,12,91,0,0,0,363,716,24,5,0,151.339031339031,157.1536,96.0833333333333,0,NA,8.041475,11.816328,5.14887,3.998904,NA
"23","E01002608",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,5,0,0,12,20,6,0,0,19,24,3,0,1,61,74,1,0,0,45,111,1,0,0,32,93,0,0,0,21,69,0,0,0,17,30,1,0,0,8,12,0,0,0,3,9,0,0,0,8,37,0,0,0,230,479,19,1,1,145.783783783784,153.911764705882,98.7368421052632,0,110,8.932404,10.921349,7.016102,1.253935,4.013689
"24","E01002606",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,5,0,0,18,19,5,0,0,29,23,7,0,0,42,48,1,0,0,47,91,1,0,0,45,70,0,0,0,13,52,1,0,0,14,31,0,1,0,2,7,0,0,0,3,3,0,0,0,3,32,0,0,0,220,376,22,1,0,140.308755760369,152.235465116279,96.7272727272727,198,NA,7.643966,11.170722,7.098725,11.0308,NA
"25","E01030994",0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,1,5,0,0,19,29,3,0,0,29,47,2,0,0,62,127,0,0,0,70,177,1,0,0,53,126,0,0,0,22,84,0,0,0,18,52,0,0,0,5,17,0,0,0,3,14,0,0,0,4,54,0,1,0,288,728,15,5,0,142.443661971831,152.703264094956,82.7333333333333,0,NA,7.62125,10.239019,3.824959,5.546337,NA
"26","E01003831",0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,0,11,14,5,0,0,27,36,2,0,1,37,116,1,0,0,64,138,0,0,0,33,98,0,0,0,23,58,1,0,0,22,31,1,0,0,1,12,0,0,0,2,12,0,0,0,1,43,0,0,0,223,559,15,2,1,145.157657657658,151.426356589147,99.8,0,103,7.273609,10.162379,5.029248,3.206023,2.023271
"27","E01003830",0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,3,0,2,0,0,7,15,4,0,0,12,57,3,0,1,58,112,1,0,0,60,136,4,0,0,57,85,0,0,0,17,74,0,0,0,26,41,1,0,0,5,12,0,0,0,2,15,0,0,0,2,64,0,0,0,249,611,20,2,1,149.724696356275,151.91407678245,96.35,0,102,7.67659,10.618079,4.737713,1.481176,6.214921
"28","E01030458",0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,1,4,0,0,8,12,5,0,0,17,24,1,0,0,60,111,3,0,0,79,104,1,1,0,62,77,1,0,0,39,42,0,0,0,39,61,0,0,0,18,25,0,1,0,12,48,0,1,0,5,126,0,1,0,339,631,22,4,1,160.023952095808,168.261386138614,88.2727272727273,254,48,7.606704,12.927256,3.050214,16.174537,4.988364
"29","E01030459",0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,12,15,4,0,0,16,39,2,0,0,49,99,3,0,0,68,106,3,0,0,38,102,0,0,0,23,47,0,0,0,16,42,1,0,0,11,13,0,0,0,11,20,0,0,0,8,50,0,0,0,255,533,17,1,0,153.380566801619,155.964803312629,99.6470588235294,0,NA,8.674187,10.62105,3.725087,2.557152,NA
"30","E01002591",0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,9,15,5,0,0,22,33,5,0,0,70,90,2,0,0,75,134,0,0,0,53,98,0,0,0,23,64,0,0,0,21,36,0,0,0,7,20,0,0,0,8,15,0,0,0,2,41,1,1,0,291,546,19,3,0,149.107266435986,155.671287128713,89.1111111111111,0,NA,8.678778,11.212887,6.066432,8.100387,NA
"31","E01002592",0,0,0,6,0,0,0,3,0,0,0,0,2,0,0,2,0,75,0,1,12,13,28,0,0,33,34,6,0,1,80,84,6,0,0,79,110,0,0,0,51,108,1,0,0,30,48,0,0,0,18,36,1,0,0,5,8,0,0,0,6,9,0,0,0,7,46,0,0,0,323,496,122,6,2,144.139240506329,152.32,91.5819672131148,0,93.5,8.624935,10.395884,6.07823,13.601642,3.60438
"32","E01002593",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,11,12,9,0,0,16,20,5,0,0,69,74,3,0,0,66,120,1,0,0,44,102,0,0,0,22,52,1,0,0,17,31,0,0,0,10,10,0,0,0,7,6,0,0,0,4,35,1,1,0,266,462,27,2,0,149.442748091603,153.690866510539,100.346153846154,0,NA,8.49765,10.927314,6.432415,1.004791,NA
"33","E01002590",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,7,0,5,0,0,9,15,10,0,0,26,25,8,0,0,68,87,1,0,0,74,115,0,0,0,47,101,0,0,0,21,53,0,2,0,13,40,1,0,0,5,16,0,0,0,7,5,0,0,0,2,40,0,1,0,279,497,27,5,0,144.794223826715,153.481400437637,99.037037037037,91,NA,8.367126,11.504398,7.519717,8.555783,NA
"34","E01030370",0,0,0,4,0,0,0,2,0,0,0,0,4,0,0,1,1,1,0,0,7,17,2,0,0,17,54,2,0,0,63,98,3,0,0,74,130,2,0,0,49,77,0,0,0,39,59,0,1,0,28,41,2,0,0,7,16,0,0,0,11,21,0,0,0,5,71,0,2,0,301,585,18,7,0,155.39527027027,153.988326848249,104.722222222222,35,NA,6.992753,10.70335,4.470453,8.388383,NA
"35","E01002557",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,16,17,6,0,0,32,25,1,0,0,71,78,0,0,0,82,125,0,0,0,56,110,0,0,0,20,59,0,0,0,15,38,0,0,0,11,10,0,0,0,10,14,0,0,0,8,52,0,1,0,322,529,12,2,0,147.178343949045,155.503144654088,90.75,0,NA,7.969533,11.717948,4.340177,1.752224,NA
"36","E01030723",0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,21,23,1,0,0,22,59,0,0,0,51,147,3,0,0,63,163,2,0,0,52,93,0,0,0,38,66,0,0,0,20,56,1,0,0,8,12,0,0,0,4,8,0,1,0,4,59,0,0,0,283,686,14,5,0,149.523297491039,148.055821371611,99,61.8,NA,8.131097,10.452333,3.757113,5.402327,NA
"37","E01002601",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,16,26,4,0,0,33,29,4,0,0,70,102,4,0,0,75,133,1,0,0,51,77,0,0,0,21,46,0,0,0,15,34,0,0,0,12,11,0,0,0,1,9,0,0,0,4,29,0,0,0,299,496,22,0,0,143.128813559322,149.301927194861,83.8181818181818,NA,NA,8.098168,9.854515,4.756078,NA,NA
"38","E01030990",0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,5,13,4,0,0,21,45,9,0,0,52,121,5,0,0,63,94,2,0,0,49,88,0,0,1,30,47,0,0,0,28,51,6,0,0,13,23,0,0,0,3,38,0,0,0,5,67,0,0,0,270,587,33,10,1,154.524528301887,161.751923076923,112.757575757576,0,164,6.553978,10.259704,5.67407,1.970704,1.577002
"39","E01030693",0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,10,25,3,0,0,22,35,1,0,0,51,103,1,0,0,59,112,1,0,0,33,90,0,0,0,21,55,0,0,0,13,29,1,0,0,4,20,0,0,0,3,19,0,0,0,1,46,0,0,0,221,534,10,5,0,143.863636363636,154.196721311475,107.6,0,NA,7.212997,10.333215,5.277206,6.799178,NA
"40","E01030746",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,19,21,5,0,0,32,23,6,0,0,77,99,2,0,0,73,119,0,0,0,53,102,0,0,0,25,72,0,0,0,18,34,2,0,0,8,11,0,0,0,2,8,0,0,0,7,37,0,0,0,315,526,18,3,0,143.038961038961,152.376278118609,111.722222222222,0,NA,8.440976,10.444104,7.563464,3.517225,NA
"41","E01030652",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,15,25,2,0,0,29,50,4,0,0,94,119,1,0,1,83,161,1,0,0,60,104,0,0,0,34,54,0,0,0,21,45,0,0,0,10,9,0,0,0,6,11,0,0,0,8,53,0,2,0,362,631,11,3,1,146.502824858757,148.607266435986,97.2727272727273,0,119,7.831784,10.397135,6.65447,14.704996,6.072553
"42","E01030701",0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,3,0,0,12,22,2,0,0,22,38,1,0,0,48,138,2,0,0,75,167,0,0,0,39,118,0,0,0,18,77,0,0,0,15,42,0,0,0,6,20,0,0,0,5,19,0,0,0,5,61,0,0,0,247,702,11,1,0,145.97520661157,153.226209048362,83.5454545454545,0,NA,8.398916,10.599786,2.87529,3.753593,NA
"43","E01030476",0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,2,0,0,10,24,5,0,0,31,36,2,0,0,64,123,1,0,0,75,128,4,0,0,49,77,0,0,0,31,58,0,0,0,22,42,0,0,0,5,15,0,0,0,5,15,0,0,0,4,47,0,0,0,297,566,17,1,0,147.40614334471,152.554913294798,99.1176470588235,0,NA,7.107165,9.664224,3.738776,1.998631,NA
"44","E01030745",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,11,22,5,0,0,21,26,1,0,0,71,85,2,0,0,57,149,0,0,0,43,93,0,0,0,27,58,0,0,0,16,34,0,0,0,11,13,0,0,0,4,6,0,0,0,1,37,0,0,0,265,523,9,1,0,147.261363636364,150.792181069959,94.2222222222222,0,NA,8.873487,10.283209,6.099931,0.418891,NA
"45","E01030946",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,17,14,1,0,0,20,30,2,0,0,62,93,1,0,0,39,132,1,0,0,31,88,0,0,0,26,57,0,0,0,11,45,0,0,0,4,10,0,0,0,6,5,0,0,0,2,56,1,0,0,218,530,9,0,0,144.509259259259,152.147679324895,90.75,NA,NA,7.918646,10.250042,7.984789,NA,NA
"46","E01030726",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,19,20,5,0,0,34,42,3,0,0,56,151,4,0,0,72,170,1,0,0,55,132,0,0,0,35,65,0,0,0,14,44,0,0,0,3,14,0,0,0,5,14,0,0,0,0,55,0,0,0,296,707,16,1,0,143.945945945946,150.46472392638,103.625,0,NA,7.074198,9.608574,3.466118,0.328542,NA
"47","E01030375",0,0,0,6,0,0,0,3,0,0,0,0,1,0,0,1,0,2,0,0,8,30,5,0,0,30,40,2,0,0,71,152,1,0,0,72,158,1,0,0,62,98,0,0,0,43,61,0,0,0,23,46,2,0,0,9,21,0,0,0,7,18,0,0,0,4,61,0,3,0,330,685,17,9,0,150.769938650307,151.63141025641,101.176470588235,0,NA,7.522725,9.994626,6.012803,8.376302,NA
"48","E01003843",0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,10,15,6,0,0,23,40,7,0,0,73,99,4,0,0,63,139,0,0,0,53,109,0,0,0,35,73,1,0,0,15,56,2,0,0,12,17,0,0,0,6,12,0,0,0,4,44,1,0,0,294,604,30,1,0,149.444827586207,154.682142857143,101.48275862069,0,NA,8.631157,10.285057,6.070727,0.966461,NA
"49","E01030739",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,2,0,0,7,29,1,0,2,23,28,2,0,0,69,100,0,0,0,61,152,2,0,0,34,116,0,0,0,16,60,0,0,0,19,30,0,1,0,6,13,0,0,0,4,7,0,0,0,6,39,0,0,0,250,574,10,2,2,144.319672131148,150.142056074766,88.4,96,96.5,8.667078,10.306021,6.296235,8.502395,2.956878
"50","E01030738",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,8,28,2,0,0,23,38,2,0,0,51,77,0,0,0,42,93,1,0,0,32,73,0,0,0,22,40,1,0,0,11,25,1,0,0,5,13,0,0,0,1,11,0,0,0,4,48,0,1,0,201,446,10,2,0,143.274111675127,150.515075376884,113.9,0,NA,7.880337,11.090965,5.9321,12.07529,NA
"51","E01030698",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,13,43,3,0,0,28,45,6,0,0,74,128,1,0,0,82,164,1,0,0,43,115,0,0,0,32,56,0,0,0,27,41,0,0,0,5,15,0,0,0,6,3,0,0,0,3,52,0,0,0,314,662,17,1,0,147.199356913183,145.77868852459,92.3529411764706,0,NA,8.201031,10.117631,5.681845,2.770704,NA
"52","E01030983",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,5,0,0,5,5,8,0,0,20,22,7,0,0,56,50,0,0,0,79,99,0,0,0,52,92,0,0,0,17,50,0,0,0,22,27,0,0,0,4,6,0,0,0,2,6,0,0,0,2,33,0,0,0,263,390,22,1,0,145.892720306513,154.893557422969,93.6363636363636,0,NA,9.511834,11.957763,7.661501,4.276522,NA
"53","E01030984",0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,7,0,0,15,16,15,0,0,34,33,6,0,0,92,98,0,0,0,111,145,0,0,0,67,126,0,0,0,29,57,0,0,0,20,34,0,0,0,3,7,0,0,0,3,4,0,0,0,8,41,1,1,0,387,561,35,1,0,141.517150395778,149.3,86.7941176470588,NA,NA,8.606117,10.861725,5.924789,20.284736,NA
"54","E01030982",0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,1,0,9,0,0,12,17,11,0,0,38,16,5,0,2,101,57,1,0,1,116,126,0,0,0,54,106,0,0,0,30,56,0,0,0,24,31,0,0,0,5,7,0,0,0,5,5,0,0,0,2,40,0,0,0,388,461,32,1,3,142.844559585492,153.591448931116,87.15625,0,110.333333333333,8.426276,11.611015,5.502549,2.496919,4.900752
"55","E01002561",0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,7,0,0,12,12,15,0,0,14,15,7,0,0,39,56,0,0,0,35,92,0,0,0,24,84,0,0,0,13,53,0,0,0,8,25,0,0,0,2,6,0,0,0,1,7,0,0,0,1,19,0,0,0,150,369,35,0,0,139.872483221477,155.8,87.8,NA,NA,8.490202,10.547528,5.842494,NA,NA
"56","E01030317",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,1,2,0,0,18,27,2,0,0,23,57,5,0,0,76,109,2,0,0,79,142,0,0,0,69,116,1,0,0,29,70,0,0,0,26,55,0,0,0,3,13,0,0,0,4,18,0,1,0,2,48,0,0,0,331,656,16,1,0,145.835866261398,152.789473684211,94.3125,389,NA,7.685812,9.918328,4.149725,17.034907,NA
"57","E01030316",0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,3,0,1,0,0,10,33,2,0,0,20,49,1,0,0,59,109,5,0,0,74,127,3,0,0,58,89,0,0,0,46,65,0,0,0,62,66,1,0,0,22,28,0,0,0,5,50,0,0,0,3,66,0,1,0,362,682,17,4,0,161.220055710306,164.852272727273,107.823529411765,0,NA,6.276734,9.221012,4.120787,6.430526,NA
"58","E01030314",0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,14,34,5,0,1,26,40,1,0,0,62,128,0,0,0,63,135,3,0,0,45,80,0,0,0,26,65,0,0,0,19,52,1,0,0,17,18,0,0,0,3,21,0,0,0,1,50,0,2,0,278,623,14,5,1,149.743682310469,153.675392670157,102,0,100,6.625332,9.648689,5.883054,9.610403,3.534565
"59","E01030356",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,12,20,2,0,0,26,52,0,0,0,53,79,2,0,0,51,115,0,0,0,31,99,0,1,0,23,51,0,0,0,14,37,2,0,0,6,9,0,0,0,1,9,0,0,0,2,39,0,0,0,221,510,8,2,0,143.420091324201,150.087048832272,116,79.5,NA,7.482383,10.313028,7.895276,6.413415,NA
