"","LSOA11","bA_DI_2018","bA_PT_2018","bA_HE_2018","bA_OT_2018","bA_ED_2018","bB_DI_2018","bB_PT_2018","bB_HE_2018","bB_OT_2018","bB_ED_2018","bC_DI_2018","bC_PT_2018","bC_HE_2018","bC_OT_2018","bC_ED_2018","bD_DI_2018","bD_PT_2018","bD_HE_2018","bD_OT_2018","bD_ED_2018","bE_DI_2018","bE_PT_2018","bE_HE_2018","bE_OT_2018","bE_ED_2018","bF_DI_2018","bF_PT_2018","bF_HE_2018","bF_OT_2018","bF_ED_2018","bG_DI_2018","bG_PT_2018","bG_HE_2018","bG_OT_2018","bG_ED_2018","bH_DI_2018","bH_PT_2018","bH_HE_2018","bH_OT_2018","bH_ED_2018","bI_DI_2018","bI_PT_2018","bI_HE_2018","bI_OT_2018","bI_ED_2018","bJ_DI_2018","bJ_PT_2018","bJ_HE_2018","bJ_OT_2018","bJ_ED_2018","bK_DI_2018","bK_PT_2018","bK_HE_2018","bK_OT_2018","bK_ED_2018","bL_DI_2018","bL_PT_2018","bL_HE_2018","bL_OT_2018","bL_ED_2018","bM_DI_2018","bM_PT_2018","bM_HE_2018","bM_OT_2018","bM_ED_2018","Unknown_DI_2018","Unknown_PT_2018","Unknown_HE_2018","Unknown_OT_2018","Unknown_ED_2018","AllCars_DI_2018","AllCars_PT_2018","AllCars_HE_2018","AllCars_OT_2018","AllCars_ED_2018","AvgCO2_DI_2018","AvgCO2_PT_2018","AvgCO2_HE_2018","AvgCO2_OT_2018","AvgCO2_ED_2018","AvgAge_DI_2018","AvgAge_PT_2018","AvgAge_HE_2018","AvgAge_OT_2018","AvgAge_ED_2018"
"60","E01030354",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,3,0,0,10,18,3,0,0,25,33,7,0,0,51,81,3,0,0,56,140,1,0,0,27,87,0,0,0,19,48,0,0,0,11,32,2,0,0,3,5,0,0,0,7,9,0,0,0,2,38,1,0,0,216,491,23,0,0,143.892523364486,149.426048565121,106.454545454545,NA,NA,8.512573,10.224749,7.473958,NA,NA
"61","E01030357",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,1,3,0,0,11,26,2,0,0,19,45,0,0,0,61,105,2,0,0,80,130,1,0,0,43,95,0,0,0,40,64,0,0,0,16,49,2,0,0,5,17,0,0,0,10,16,0,0,0,5,53,0,1,0,294,601,12,3,0,150.892733564014,153.917883211679,114.5,0,NA,7.519702,9.961497,4.591603,3.787816,NA
"62","E01030950",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,17,32,7,0,0,22,35,1,0,0,71,116,1,0,0,67,136,1,0,0,42,115,0,0,0,16,70,1,0,0,14,55,0,0,0,6,13,0,0,0,2,10,0,0,0,2,46,0,1,0,259,629,17,2,0,142.214007782101,151.610634648371,96.0588235294118,0,NA,8.123329,10.08501,5.250875,11.830253,NA
"63","E01030309",0,0,0,8,0,0,0,8,0,1,0,0,1,0,0,3,1,2,0,0,8,21,5,0,0,13,60,5,0,0,50,118,7,0,1,63,133,4,0,0,75,96,0,0,0,59,60,0,0,0,53,86,5,0,0,28,38,0,0,0,18,81,0,0,0,5,84,0,2,0,375,778,37,10,2,169.902702702703,173.873198847262,102.783783783784,0,79.5,6.312643,9.908416,5.182307,6.482408,5.759069
"64","E01030298",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,6,23,2,0,0,19,38,0,0,0,62,105,2,0,0,61,147,0,0,0,27,104,1,0,0,23,49,0,0,0,23,52,0,0,0,5,11,0,0,0,3,12,0,0,0,2,52,0,1,0,234,593,8,1,0,146.793103448276,151.920517560074,96.625,NA,NA,7.33779,9.870299,2.685831,22.009582,NA
"65","E01030954",0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,13,22,6,0,0,33,55,2,0,0,85,124,1,0,0,86,155,0,0,0,64,114,0,0,0,15,58,0,0,0,22,49,1,0,0,10,16,0,0,0,4,11,0,0,0,6,47,0,0,0,339,651,14,2,0,144.624624624625,150.716887417219,92.4285714285714,0,NA,8.146527,9.839911,5.345548,1.05681,NA
"66","E01033030",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,4,0,0,6,8,5,0,0,19,8,1,0,0,32,41,1,0,0,39,60,0,0,0,23,56,0,0,0,14,23,0,0,0,13,16,0,0,0,2,2,0,0,0,1,0,0,0,0,0,13,0,0,0,151,227,13,0,0,144.218543046358,149.920560747664,85.8461538461538,NA,NA,7.925334,10.165978,4.176485,NA,NA
"67","E01030657",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,15,0,0,0,27,30,1,0,0,60,90,0,0,0,65,97,0,0,0,39,92,0,0,0,24,42,0,0,0,9,39,0,0,0,3,12,0,0,0,1,13,0,0,0,8,40,0,0,0,244,470,2,0,0,141.622881355932,153.990697674419,90,NA,NA,8.561404,10.952523,6.2026,NA,NA
"68","E01002616",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,0,7,15,4,0,0,17,31,5,0,0,41,89,2,0,0,60,121,0,0,0,34,88,0,0,0,10,50,0,0,0,17,26,0,0,0,3,6,0,0,0,4,6,0,0,0,22,44,1,0,0,220,476,17,1,0,145.060606060606,148.916666666667,96.125,0,NA,8.420209,10.878114,5.830839,5.075975,NA
"69","E01002617",0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,10,26,5,0,0,33,35,4,0,0,77,105,4,0,0,73,120,0,0,0,43,111,0,0,0,24,69,0,0,0,20,42,2,0,0,9,12,0,0,0,8,17,0,0,0,5,72,0,1,0,304,609,19,4,0,147.301003344482,154.33147113594,107.947368421053,0,NA,7.803819,11.543441,6.376886,13.696782,NA
"70","E01030669",0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,2,0,4,0,0,5,8,3,0,0,18,28,2,0,0,43,108,0,0,0,56,125,1,0,0,31,64,0,0,0,19,40,0,0,0,16,37,0,1,0,5,11,0,0,0,1,10,0,0,0,2,54,0,0,0,198,485,13,4,0,146.34693877551,151.37819025522,85.7692307692308,51.5,NA,8.119773,10.574544,5.525192,4.016426,NA
"71","E01002600",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,13,4,0,0,15,26,1,0,0,51,72,1,0,0,58,94,1,0,0,38,73,0,0,0,19,46,0,1,0,12,24,0,0,0,6,12,0,0,0,2,6,0,0,0,4,28,0,0,0,213,394,10,1,0,145.789473684211,151.505464480874,96.1,184,NA,8.915875,10.532084,6.033918,10.124572,NA
"72","E01002604",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,11,6,5,0,0,15,16,3,0,0,49,52,2,0,0,36,84,1,0,0,32,71,0,0,0,23,39,0,1,0,15,26,0,0,0,3,14,0,0,0,6,13,0,0,0,3,30,0,0,0,194,351,15,2,0,148.853403141361,160.392523364486,99.7333333333333,92,NA,8.909855,11.397774,6.511,5.885009,NA
"73","E01030708",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,0,0,16,26,1,0,0,34,43,1,0,0,64,137,4,0,0,82,140,1,1,0,56,114,0,0,0,28,57,0,0,0,14,49,1,2,0,4,9,0,0,0,9,14,0,0,0,8,43,0,1,0,316,632,14,4,0,146.00974025974,150.059422750424,99,182.333333333333,NA,8.60529,9.906975,4.475994,16.706365,NA
"74","E01003810",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,5,13,2,0,0,13,37,2,0,0,43,98,1,0,0,53,119,1,0,0,40,77,0,0,0,23,58,0,0,0,14,39,3,0,0,14,10,0,0,0,3,9,0,0,0,1,38,0,0,0,210,500,11,0,0,153.736842105263,151.727272727273,117,NA,NA,7.622006,9.945974,6.986745,NA,NA
"75","E01003845",0,0,0,1,0,0,0,3,0,0,0,0,6,0,0,4,1,3,0,0,8,12,9,0,0,27,38,3,0,0,66,108,2,0,0,56,139,1,0,0,44,114,0,0,0,27,59,0,0,0,17,56,2,0,0,11,17,0,0,0,2,16,0,0,0,6,44,0,1,0,268,604,29,2,0,146.545801526718,155.521428571429,94.8275862068966,0,NA,7.692814,10.304713,5.643087,11.01848,NA
"76","E01030721",0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,18,28,13,0,0,28,56,2,0,0,69,131,2,0,0,79,154,1,0,0,42,95,0,0,0,27,52,0,0,0,36,59,0,0,0,11,29,0,0,0,12,30,0,1,0,6,74,0,1,0,331,708,23,4,0,151.996923076923,156.479495268139,89.1739130434783,105.666666666667,NA,7.580827,10.79403,5.9109,10.861738,NA
"77","E01003815",0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,5,0,3,0,0,13,21,1,0,0,22,34,4,0,0,55,101,2,0,0,55,112,0,0,0,40,82,0,0,0,16,48,0,0,0,18,42,0,0,0,4,16,0,0,0,4,7,0,0,0,4,45,0,0,0,236,508,18,1,0,143.922413793103,151.300215982721,80.3333333333333,0,NA,8.245618,10.281406,5.370902,5.891854,NA
"78","E01003903",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,4,0,0,2,10,2,0,1,14,19,1,0,0,47,75,0,0,0,61,108,3,0,0,35,93,0,0,0,20,57,0,0,0,13,38,2,0,0,6,13,0,0,0,8,17,0,2,0,3,44,0,0,0,211,475,14,2,1,151.25,158.487238979118,111.285714285714,336.5,99,8.157237,10.97685,6.90877,14.503764,5.160848
"79","E01030715",0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,8,35,4,0,0,23,33,3,0,0,52,127,1,0,1,71,168,1,0,0,34,110,0,0,0,25,60,0,0,0,18,31,0,0,0,6,5,0,0,0,8,8,0,0,0,3,37,0,0,0,249,615,12,3,1,149.865853658537,145.989619377163,98.3333333333333,0,119,8.073613,9.507593,5.650695,2.653889,5.752224
"80","E01030714",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,9,22,1,0,0,20,26,1,0,0,46,93,3,0,0,49,133,0,0,0,33,89,0,0,0,16,42,0,0,0,10,25,1,0,0,7,8,0,0,0,4,14,0,0,0,1,38,0,1,0,199,490,10,1,0,145.924242424242,150.303097345133,105,NA,NA,7.845056,10.130013,4.686105,18.524298,NA
"81","E01030712",0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,9,17,1,0,0,23,29,3,0,0,54,96,1,0,0,63,128,0,0,0,40,89,0,0,0,22,69,0,0,0,18,41,0,0,0,4,19,0,0,0,8,12,0,0,0,7,36,0,1,0,248,536,14,5,0,149.514522821577,154.858,87.7142857142857,0,NA,7.978163,10.12477,5.134447,6.770704,NA
"82","E01030446",0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,1,1,3,0,0,15,26,2,0,0,25,31,5,0,0,60,133,4,0,0,78,120,1,0,0,81,84,0,0,0,44,49,0,0,0,44,53,4,1,0,21,34,0,0,0,16,37,0,2,0,5,69,1,0,0,390,637,27,7,0,160.961038961039,161.619718309859,105.192307692308,122.857142857143,NA,7.083885,10.408485,5.236349,7.819692,NA
"83","E01030444",0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,12,21,5,0,0,17,40,2,0,0,91,138,1,0,0,83,131,0,0,0,62,92,0,0,0,45,59,0,0,0,36,31,1,0,0,13,19,0,0,0,8,31,0,1,0,11,74,0,0,0,380,636,18,3,0,153.712737127371,155.224199288256,77.7222222222222,92.6666666666667,NA,7.746282,10.745678,3.404517,6.701345,NA
"84","E01030692",0,0,0,11,0,0,0,7,0,0,0,0,8,0,0,1,0,3,0,0,9,14,5,0,0,12,32,1,0,0,46,85,9,0,0,58,76,3,0,0,59,77,0,0,2,53,36,0,0,0,46,45,4,0,0,38,39,0,0,0,9,127,0,1,0,4,80,1,1,0,335,611,41,13,2,169.809667673716,198.393596986817,99.5,25.4166666666667,164,6.116759,9.870437,3.839629,4.784709,2.873374
"85","E01030658",0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,11,21,2,0,0,27,32,2,0,0,44,114,2,0,0,66,141,1,0,0,37,93,0,0,0,26,58,0,0,0,18,45,3,1,0,7,25,0,1,0,7,23,0,0,0,9,71,0,0,0,253,623,13,6,0,150.094262295082,157.18115942029,121.384615384615,77.8333333333333,NA,8.326086,10.780691,6.121623,5.584302,NA
"86","E01030312",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,16,1,0,1,17,41,0,0,0,48,82,1,0,0,50,130,0,0,0,25,82,0,0,0,26,39,0,0,0,18,39,0,0,0,6,13,0,0,0,1,17,0,1,0,4,38,1,0,0,208,497,3,2,1,147.117647058824,153.877995642702,103.5,176,99,8.372386,10.33608,5.026693,7.633127,2.89117
"87","E01030315",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,15,33,2,0,0,14,71,1,0,0,64,130,0,0,0,65,147,2,0,0,57,95,0,0,0,23,62,0,0,0,23,49,0,0,0,12,18,0,0,0,4,15,0,0,0,5,54,0,0,0,285,674,9,0,0,150.203571428571,149.293548387097,88,NA,NA,7.350422,9.91982,4.762643,NA,NA
"88","E01030313",0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,6,2,2,0,0,11,24,4,0,0,24,46,1,0,0,62,109,2,0,0,69,113,0,0,0,37,105,0,0,0,20,53,0,1,0,18,50,1,0,0,9,12,0,0,0,1,9,0,0,0,2,47,0,0,0,259,570,13,3,0,143.696498054475,150.72275334608,92.5384615384615,57,NA,6.851222,9.971469,5.208023,6.527035,NA
"89","E01030351",0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,8,20,1,0,0,9,29,0,0,0,45,106,1,0,0,50,112,1,0,0,46,99,0,0,0,22,50,0,0,0,27,43,0,0,0,7,18,0,0,0,5,15,0,0,0,3,83,0,1,0,224,575,6,3,0,155.565610859729,154.707317073171,75.6666666666667,0,NA,7.912795,11.824009,5.075974,9.215605,NA
"90","E01030353",0,0,0,6,0,0,0,7,0,0,0,0,5,0,0,1,0,2,0,0,9,22,4,0,0,17,45,1,0,0,53,120,2,0,0,70,103,3,0,0,50,74,0,0,0,26,65,0,0,0,28,42,1,0,0,11,16,0,0,0,6,16,0,0,0,2,43,0,1,0,273,546,25,7,0,153.771217712177,153.039761431412,85.76,0,NA,6.102608,9.347092,3.66182,3.625305,NA
"91","E01030350",0,0,0,11,0,0,0,84,0,0,0,0,51,0,0,86,0,143,0,0,537,40,40,0,2,420,74,11,0,1,421,443,14,0,0,169,155,3,0,0,80,79,0,0,0,48,48,0,0,0,26,62,1,0,0,9,19,0,0,0,13,20,0,0,0,4,54,0,2,0,1813,994,347,13,3,116.433941404091,139.944680851064,75.8530259365994,0,101,3.801529,6.629346,2.030443,3.261692,4.196212
"92","E01030355",0,0,0,6,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,10,28,9,0,0,22,48,0,0,0,50,127,0,0,0,59,140,0,0,0,37,92,0,0,0,20,50,0,0,0,16,40,0,0,0,6,14,0,0,0,2,11,0,0,0,1,42,0,0,0,223,592,14,6,0,145.905405405405,148.230909090909,80.2857142857143,0,NA,7.164341,9.557594,5.346826,1.895961,NA
"93","E01030352",0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,1,0,4,0,0,4,12,2,0,0,22,35,1,0,0,33,105,2,0,0,48,122,1,0,0,40,82,0,0,0,27,58,0,0,0,31,47,2,0,0,11,19,0,0,0,4,22,0,0,0,3,46,0,0,0,224,548,16,3,0,158.398190045249,158.051792828685,101,0,NA,7.329311,9.633022,5.030971,4.617841,NA
"94","E01030709",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,21,20,6,0,0,30,38,3,0,0,79,92,1,0,0,65,143,1,0,0,53,107,0,0,0,32,41,1,0,0,23,41,0,1,0,9,6,0,0,0,6,6,0,0,0,3,49,0,0,0,321,543,16,3,0,146.188679245283,149.125506072874,98.8125,65.3333333333333,NA,8.206643,10.698419,5.834872,5.648185,NA
"95","E01030645",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,4,0,0,10,15,2,0,0,22,38,0,0,0,55,123,2,0,0,67,144,0,0,0,58,96,0,0,0,20,59,0,0,0,10,38,0,0,0,7,18,0,0,0,3,10,0,0,0,3,64,2,1,0,258,605,12,2,0,144.862745098039,151.39741219963,87.4,0,NA,8.388222,10.939182,3.768651,9.542778,NA
"96","E01030647",0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,1,0,5,0,0,10,28,0,0,0,27,48,2,0,0,61,148,2,0,0,82,154,2,0,0,60,112,0,0,0,22,61,1,0,0,22,61,0,0,0,7,28,0,0,0,9,23,0,0,0,9,74,0,1,0,310,737,17,5,0,150.066445182724,155.642533936652,91.8823529411765,0,NA,7.722333,10.513766,4.999798,7.094865,NA
"97","E01030749",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,12,20,5,0,0,23,15,2,0,0,50,96,0,0,0,61,136,0,0,0,39,77,0,0,0,13,54,0,0,0,18,33,0,0,0,4,10,0,1,0,5,5,0,0,0,2,48,0,0,0,227,495,9,1,0,146.537777777778,150.203579418345,88.8888888888889,240,NA,8.258447,10.106445,6.029051,13.574264,NA
"98","E01030347",0,0,0,4,0,0,0,18,0,1,0,0,4,0,0,52,0,2,0,0,158,36,3,0,0,104,52,2,0,0,216,147,0,0,0,142,139,1,0,0,101,106,0,0,0,30,83,0,0,0,37,93,2,0,0,19,35,0,0,0,10,41,0,0,0,2,59,0,1,0,871,791,32,5,1,130.142692750288,162.016393442623,70.25,0,50,4.36429,9.464673,3.343685,6.020533,0.999315
"99","E01030346",0,0,0,5,0,0,0,6,0,0,0,0,3,0,0,1,1,4,0,0,6,23,6,0,0,21,28,3,0,0,40,98,9,0,0,65,86,2,0,0,67,81,0,0,0,72,52,0,0,0,40,56,3,0,0,31,49,0,0,0,17,117,0,0,0,5,118,1,1,0,365,709,37,6,0,170.258333333333,191.126903553299,98.6944444444444,0,NA,6.349375,11.613946,4.215105,5.87999,NA
"100","E01002611",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,14,13,5,0,0,20,32,7,0,0,55,78,0,0,0,68,130,1,0,0,51,111,0,0,0,18,56,0,0,0,21,40,2,0,0,6,10,0,0,0,1,11,0,0,0,8,32,0,0,0,262,513,20,1,0,145.625984251969,154.765072765073,107.7,0,NA,8.928371,10.508074,7.729362,4.43258,NA
"101","E01002610",0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,9,7,4,0,1,23,25,6,0,0,41,79,1,0,0,52,106,1,0,0,29,83,0,0,0,26,53,0,0,0,11,32,1,0,0,4,11,0,0,0,5,7,0,0,0,6,22,0,0,0,206,425,20,1,1,146.965,154.06699751861,97.85,0,99,8.514688,10.633663,6.023271,0.944558,4.021902
"102","E01002609",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,12,15,6,1,0,27,34,4,0,0,59,105,1,0,0,60,138,3,0,0,36,77,0,0,0,22,61,0,0,0,22,48,1,0,0,4,14,0,1,0,3,10,0,0,0,6,58,0,1,0,255,560,19,4,0,144.277108433735,152.942231075697,108.473684210526,108.333333333333,NA,8.533622,11.918851,6.387549,12.318274,NA
"103","E01030362",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,5,19,2,0,1,15,27,6,0,0,51,79,0,0,0,58,112,0,0,0,44,93,0,0,0,20,44,0,0,0,12,40,0,0,0,8,13,0,0,0,8,8,0,0,0,3,51,1,0,0,224,487,13,1,1,151.93665158371,152.435779816514,88.3333333333333,0,99,9.365172,11.122609,7.972164,4.290212,5.68104
"104","E01030365",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,16,1,0,0,30,37,4,0,1,62,113,1,0,0,60,152,1,0,0,43,108,0,0,0,19,63,0,0,0,16,46,0,0,0,6,18,0,0,0,5,8,0,2,0,5,51,0,0,0,256,612,8,3,1,145.191235059761,152.29055258467,101.875,250.333333333333,110,7.603374,10.670018,6.511293,10.869267,5.092402
"105","E01030364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,17,31,2,0,0,16,26,8,0,0,58,101,1,0,0,51,132,0,0,0,39,81,0,0,0,25,48,0,0,0,7,43,0,0,0,10,6,0,0,0,7,7,0,0,0,4,38,0,0,0,234,514,13,0,0,147.786956521739,148.424369747899,99.8461538461538,NA,NA,9.038585,10.483059,8.916547,NA,NA
"106","E01030367",0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,2,0,0,12,24,2,0,0,22,37,1,0,0,53,127,3,0,0,70,125,6,0,0,62,92,0,0,0,46,68,0,0,0,22,55,1,0,0,11,27,0,0,0,4,34,0,1,0,4,83,0,2,0,309,672,20,6,0,151.914754098361,160.942275042445,104.75,97,NA,6.988585,10.79012,5.034042,10.299794,NA
"107","E01030366",0,0,0,10,0,0,0,23,0,0,0,0,1,0,0,3,0,6,0,0,41,42,5,0,0,146,77,20,0,0,177,223,0,0,0,89,209,1,0,0,130,125,0,0,0,41,116,0,0,0,45,81,11,0,0,8,21,0,0,0,5,20,0,0,0,2,68,0,1,0,687,982,67,11,0,138.024817518248,150.557986870897,90.910447761194,0,NA,3.77142,7.592584,1.987311,4.42561,NA
"108","E01030360",0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,1,1,3,0,0,9,22,6,0,0,18,50,7,0,0,48,122,2,0,0,84,141,3,0,0,53,93,0,0,1,44,55,0,1,0,38,59,0,0,0,15,20,0,0,0,7,66,0,0,0,5,70,0,1,0,322,699,25,5,1,158.700315457413,166.0826709062,97.28,45.25,169,6.806271,9.540832,6.619356,9.074879,4.191649
"109","E01030363",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,17,17,1,0,0,25,42,1,0,0,45,115,0,0,0,69,159,0,0,0,59,108,0,0,0,25,68,0,0,0,25,54,2,0,0,11,18,0,2,0,1,11,0,1,0,6,63,0,1,0,286,655,7,4,0,148.721428571429,153.537162162162,114.857142857143,240.666666666667,NA,8.576843,11.408224,5.481959,16.581792,NA
"110","E01030743",0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,12,23,6,0,0,30,28,3,0,0,71,111,2,0,0,69,118,0,0,0,57,107,0,0,0,24,57,0,0,0,20,37,0,0,0,10,19,0,1,0,3,10,0,0,0,2,34,0,1,0,300,545,15,3,0,146.265100671141,152.954990215264,93.0666666666667,125.5,NA,8.008011,10.158197,4.41524,12.363221,NA
"111","E01003829",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,4,0,0,8,8,4,0,0,20,26,4,0,0,51,84,1,0,0,44,103,1,0,0,29,88,0,0,0,25,44,0,0,0,17,38,0,0,0,4,8,0,0,0,3,11,0,0,0,2,47,1,2,0,204,458,17,2,0,147.782178217822,153.481751824818,96.625,NA,NA,8.149219,10.929379,6.297569,19.905543,NA
"112","E01030765",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,9,19,5,0,0,22,42,2,0,0,62,102,1,0,0,66,129,1,0,0,47,102,0,0,0,23,57,0,0,0,14,49,0,0,0,9,21,0,0,0,5,15,0,0,0,4,49,0,0,0,263,586,12,1,0,147.239382239382,155.011173184358,97.6666666666667,0,NA,8.176925,10.795105,5.283367,0.27926,NA
"113","E01030646",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,0,5,0,0,12,27,7,0,0,32,63,2,0,0,107,163,2,0,1,95,183,1,0,0,53,143,0,0,0,26,76,0,0,0,20,65,1,0,0,6,21,0,0,0,6,13,0,0,0,9,75,0,3,0,371,829,23,3,1,142.411602209945,150.427055702918,91.0434782608696,NA,111,8.451959,10.486273,5.248578,20.250513,6.198494
"114","E01031003",0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,1,9,0,0,6,20,4,0,0,23,45,4,0,0,78,141,0,0,0,102,151,0,0,0,79,91,0,0,1,48,63,0,0,0,38,67,5,0,0,16,27,0,0,0,2,25,0,0,0,1,63,0,0,0,393,694,28,5,1,153.68112244898,157.068145800317,98.6071428571429,0,164,6.670316,9.668564,5.4449,2.499657,3.419575
"115","E01031002",0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,11,17,8,0,0,25,53,1,0,0,91,132,7,0,0,70,159,4,0,0,58,97,0,0,0,48,78,2,0,0,36,61,1,1,0,13,30,0,0,0,7,53,0,0,0,4,72,0,1,0,364,752,29,5,0,153.030555555556,163.989705882353,109.862068965517,48,NA,6.974132,9.826895,5.27461,8.445721,NA
"116","E01030371",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,11,29,0,0,0,19,48,4,0,0,56,104,1,0,0,52,139,0,0,0,32,98,0,0,0,20,65,0,0,0,14,42,1,0,0,2,21,0,0,0,3,19,0,0,0,4,43,0,2,0,215,608,9,6,0,143.004739336493,153.633628318584,110.333333333333,0,NA,8.044047,9.786709,6.716251,5.635044,NA
"117","E01030685",0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,17,22,2,0,0,30,33,4,0,0,87,113,2,0,0,75,127,0,0,0,49,91,0,0,0,35,45,0,0,0,28,46,1,0,0,7,20,0,0,0,14,15,0,0,0,4,66,0,1,0,347,578,15,5,0,149.804664723032,155.431640625,93.8666666666667,0,NA,7.431733,10.562089,6.362582,5.032169,NA
"118","E01030686",0,0,0,5,0,0,0,3,0,0,0,0,1,0,0,3,0,4,0,0,11,30,8,0,0,32,30,2,0,0,77,116,3,0,0,78,133,3,0,0,46,81,0,0,0,42,65,0,0,0,27,39,1,0,0,13,32,0,0,0,10,31,0,0,0,8,73,0,3,0,347,630,25,8,0,151.233038348083,160.526032315978,99.72,0,NA,7.753767,10.323125,4.508363,12.499314,NA
"119","E01030684",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,18,21,3,0,0,22,47,2,0,0,66,131,1,0,0,60,141,1,0,0,41,93,0,0,0,22,57,0,0,0,13,50,0,0,0,6,18,0,0,0,2,10,0,0,0,5,55,0,1,0,257,623,10,3,0,142.496031746032,150.920774647887,99.2,0,NA,8.423961,10.451861,4.361943,7.403148,NA
"120","E01002603",0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,3,1,4,0,0,9,20,8,0,0,18,32,10,0,1,55,69,0,0,0,64,123,1,0,0,41,98,0,0,0,25,46,0,0,0,11,34,1,0,0,6,9,0,0,0,3,10,0,0,0,2,27,0,0,0,237,469,28,1,1,146.174468085106,151.723981900452,95.4285714285714,0,110,8.703373,10.08724,6.940744,1.979466,4.536618
"121","E01030992",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,7,22,6,0,0,29,49,1,0,0,63,128,4,0,0,76,148,3,0,0,54,91,0,0,0,22,72,0,0,0,21,47,0,0,0,9,16,0,0,0,5,18,0,0,0,4,47,0,0,0,290,638,21,0,0,148.545454545455,151.808798646362,99.0476190476191,NA,NA,7.68065,9.456226,4.528541,NA,NA
"122","E01030695",0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,1,1,3,0,0,5,20,5,0,0,18,44,1,0,0,49,111,4,0,0,72,133,0,0,0,39,74,0,0,0,32,55,0,0,0,23,36,1,0,0,4,25,0,0,0,4,20,0,1,0,1,74,0,2,0,248,593,21,5,0,151.016194331984,155.431599229287,84,90.3333333333333,NA,6.999668,11.102334,4.014079,9.619438,NA
