"","LSOA11","bA_DI_2018","bA_PT_2018","bA_HE_2018","bA_OT_2018","bA_ED_2018","bB_DI_2018","bB_PT_2018","bB_HE_2018","bB_OT_2018","bB_ED_2018","bC_DI_2018","bC_PT_2018","bC_HE_2018","bC_OT_2018","bC_ED_2018","bD_DI_2018","bD_PT_2018","bD_HE_2018","bD_OT_2018","bD_ED_2018","bE_DI_2018","bE_PT_2018","bE_HE_2018","bE_OT_2018","bE_ED_2018","bF_DI_2018","bF_PT_2018","bF_HE_2018","bF_OT_2018","bF_ED_2018","bG_DI_2018","bG_PT_2018","bG_HE_2018","bG_OT_2018","bG_ED_2018","bH_DI_2018","bH_PT_2018","bH_HE_2018","bH_OT_2018","bH_ED_2018","bI_DI_2018","bI_PT_2018","bI_HE_2018","bI_OT_2018","bI_ED_2018","bJ_DI_2018","bJ_PT_2018","bJ_HE_2018","bJ_OT_2018","bJ_ED_2018","bK_DI_2018","bK_PT_2018","bK_HE_2018","bK_OT_2018","bK_ED_2018","bL_DI_2018","bL_PT_2018","bL_HE_2018","bL_OT_2018","bL_ED_2018","bM_DI_2018","bM_PT_2018","bM_HE_2018","bM_OT_2018","bM_ED_2018","Unknown_DI_2018","Unknown_PT_2018","Unknown_HE_2018","Unknown_OT_2018","Unknown_ED_2018","AllCars_DI_2018","AllCars_PT_2018","AllCars_HE_2018","AllCars_OT_2018","AllCars_ED_2018","AvgCO2_DI_2018","AvgCO2_PT_2018","AvgCO2_HE_2018","AvgCO2_OT_2018","AvgCO2_ED_2018","AvgAge_DI_2018","AvgAge_PT_2018","AvgAge_HE_2018","AvgAge_OT_2018","AvgAge_ED_2018"
"123","E01002602",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,21,17,4,0,0,24,36,2,0,0,62,98,1,0,0,63,128,0,0,0,26,99,0,0,0,26,47,0,0,0,14,35,1,0,0,11,5,0,0,0,4,9,0,0,0,6,39,0,0,0,257,514,16,0,0,145.354581673307,149.233684210526,87.8125,NA,NA,8.118355,10.029499,4.631245,NA,NA
"124","E01030713",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,5,14,6,0,0,23,29,3,0,0,55,94,1,0,0,48,113,1,0,0,33,90,0,0,0,16,67,0,0,0,10,34,0,0,0,4,9,0,0,0,3,10,0,0,0,3,26,0,0,0,200,487,15,0,0,143.324873096447,152.694143167028,89.6,NA,NA,8.212333,9.787166,6.669221,NA,NA
"125","E01030734",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,17,27,1,0,0,30,37,4,0,0,48,158,0,0,1,68,136,0,0,0,46,82,0,0,0,20,58,0,0,0,22,45,0,0,0,7,17,0,0,0,5,13,0,0,0,3,40,0,0,0,270,613,9,2,1,145.7265917603,149.178010471204,89.3333333333333,0,114,7.871645,9.390863,5.379267,5.262149,4.073921
"126","E01030737",0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,8,15,2,0,0,22,29,3,0,0,61,90,0,0,0,56,108,0,0,0,23,81,0,0,0,17,45,0,0,0,8,28,0,0,0,2,13,0,0,0,4,14,0,0,0,3,34,0,1,0,205,457,10,2,0,140.618811881188,152.924349881797,84.7,0,NA,7.707804,9.925525,5.465571,11.177275,NA
"127","E01030653",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,8,18,0,0,0,24,31,2,0,0,72,88,1,0,0,66,99,0,0,0,35,106,0,0,0,29,34,0,0,0,19,33,0,0,0,2,5,0,0,0,3,5,0,0,0,1,38,0,0,0,261,457,6,2,0,143.765384615385,148.424821002387,87.6666666666667,0,NA,7.799811,10.286592,4.5462,3.360711,NA
"128","E01030336",0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,4,0,4,0,0,13,23,2,0,0,17,33,2,0,1,67,119,2,0,0,65,157,0,0,0,38,109,0,0,0,27,79,0,0,0,19,67,0,0,0,10,19,0,0,0,10,18,0,1,0,6,81,0,2,0,276,705,16,6,1,149.751851851852,156.897435897436,79.0625,76.25,109,8.713656,12.202674,4.36208,12.162445,4.574948
"129","E01030337",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,11,25,2,0,0,18,37,5,0,0,55,75,0,0,0,51,123,1,0,0,27,110,0,0,0,14,74,0,0,0,16,38,0,0,0,10,11,0,0,0,3,9,0,1,0,5,47,0,0,0,214,549,11,1,0,145.813397129187,152.940239043825,92.6363636363636,354,NA,8.450459,10.727124,6.538982,14.03696,NA
"130","E01030334",0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,2,1,11,0,0,14,34,6,0,0,34,49,5,0,0,55,126,0,0,0,88,144,0,0,0,52,113,0,0,0,22,54,0,0,0,21,40,1,0,0,6,10,0,0,0,4,12,0,1,0,3,44,0,0,0,301,627,41,2,0,145.161073825503,148.006861063465,86.0731707317073,129.5,NA,7.697871,9.788715,4.169345,9.415468,NA
"131","E01030729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,30,4,0,0,27,49,2,0,0,52,143,2,0,0,55,150,0,0,0,42,108,0,0,0,28,54,0,0,0,16,37,0,0,0,4,16,0,0,0,4,17,0,0,0,5,51,0,0,0,254,655,8,0,0,144.558232931727,149.360927152318,103,NA,NA,7.867731,9.701342,5.642367,NA,NA
"132","E01030690",0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,1,1,2,0,0,9,18,3,0,1,30,39,4,0,0,84,96,6,0,0,84,98,2,0,0,85,93,0,0,0,55,44,0,0,0,27,54,3,0,0,14,26,0,0,0,19,37,0,0,0,7,40,0,0,0,415,546,25,3,1,157.171568627451,163.96837944664,108.6,0,100,6.781417,8.788546,4.381108,1.618982,1.50308
"133","E01030764",0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,8,18,1,0,0,16,39,4,0,0,63,101,1,0,0,73,109,1,0,0,46,85,0,0,1,32,54,0,0,0,40,49,2,0,0,22,24,0,0,0,13,54,0,0,0,10,97,0,1,0,324,630,13,4,1,162.493630573248,168.568480300188,110.923076923077,0,169,7.102668,11.844493,6.069393,6.350444,4.553045
"134","E01030372",0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,2,0,2,0,0,17,25,3,0,0,37,51,0,0,0,49,93,0,0,0,86,96,0,0,0,52,85,0,0,0,29,38,0,0,0,31,53,1,0,0,8,17,0,0,0,2,17,0,0,0,2,47,0,0,0,315,522,26,4,0,147.750798722045,155.538947368421,55.4615384615385,0,NA,5.521975,8.911624,1.790343,2.778918,NA
"135","E01030704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,18,28,4,0,0,17,43,3,0,1,63,119,0,0,0,64,148,0,0,0,46,96,1,0,0,25,53,0,0,0,17,39,1,0,0,4,17,0,0,0,4,12,0,0,0,8,56,0,0,0,266,613,12,0,2,145.763565891473,149.425493716338,106.25,NA,94,8.099688,10.193501,6.735112,NA,2.544832
"136","E01030722",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,35,2,0,0,22,44,2,0,0,81,131,2,0,0,72,175,0,0,0,42,124,0,0,0,21,71,0,0,0,14,61,1,0,0,6,23,0,0,0,7,18,0,0,0,3,70,0,0,0,278,752,7,4,0,145.141818181818,153.810850439883,118.285714285714,0,NA,7.614129,10.483829,6.535249,3.110198,NA
"137","E01030696",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,13,15,2,0,0,36,37,1,0,0,62,143,0,0,0,58,124,4,0,0,50,104,0,0,0,24,75,0,0,0,17,42,1,1,0,8,12,0,1,0,5,16,0,0,0,8,49,0,0,0,285,617,14,3,0,145.292418772563,153.096830985915,106,147.333333333333,NA,8.116101,10.48356,5.051334,9.615331,NA
"138","E01003888",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,4,15,2,0,0,8,43,3,0,0,43,77,1,0,0,48,102,0,0,0,33,75,0,0,0,13,49,0,0,0,12,37,1,0,0,4,12,0,0,0,7,17,0,0,0,2,39,0,0,0,176,466,12,0,0,150.885057471264,154.59718969555,100.333333333333,NA,NA,7.925576,10.798934,4.379648,NA,NA
"139","E01003889",0,0,0,5,0,0,0,3,0,0,0,0,6,0,0,4,2,2,0,0,10,18,3,0,0,13,44,6,0,0,51,108,2,0,0,50,121,2,0,0,48,83,0,0,0,16,60,1,0,0,17,37,0,0,0,5,11,0,0,0,4,21,0,0,0,4,57,0,0,0,222,562,25,5,0,147.701834862385,153.942574257426,91.48,0,NA,7.347046,10.162989,3.935605,1.74401,NA
"140","E01030682",0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,4,16,1,0,0,23,31,2,0,0,55,126,0,0,0,56,120,1,0,0,43,72,0,0,0,21,50,0,0,0,14,31,1,0,0,5,11,0,0,0,2,9,0,0,0,6,51,0,0,0,230,517,10,2,0,145.245535714286,148.416309012876,89.4,0,NA,8.009101,10.285593,6.830115,2.072553,NA
"141","E01030683",0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,6,0,4,0,0,13,25,4,0,0,25,42,1,0,1,68,98,2,0,0,60,133,1,0,0,54,102,0,0,0,34,51,0,0,0,21,49,2,0,0,13,16,0,0,0,4,11,0,1,0,5,45,0,1,0,303,572,17,3,1,149.251677852349,152.514231499051,103.294117647059,192.5,110,7.939314,10.28175,3.508313,14.255076,5.511293
"142","E01003832",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,8,12,7,0,0,12,18,4,0,0,25,89,0,0,0,47,94,1,0,0,32,71,0,0,0,19,62,0,0,0,9,28,0,0,0,2,17,0,0,0,5,5,0,0,0,5,36,1,0,0,164,432,17,0,0,149.930817610063,153.762626262626,92.8125,NA,NA,9.123436,10.74081,5.554937,NA,NA
"143","E01003833",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,2,0,0,5,17,4,0,0,17,23,1,0,0,38,91,0,0,1,31,123,0,0,0,17,67,0,0,0,7,48,0,0,0,10,27,0,0,0,5,6,0,0,0,1,4,0,0,0,4,27,0,0,0,137,433,12,0,1,141.774436090226,147.495073891626,80.3333333333333,NA,119,7.392276,10.162743,3.857403,NA,5.544147
"144","E01030968",0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,7,13,5,0,0,16,29,3,0,0,40,80,3,0,0,44,92,2,0,0,41,75,0,0,0,27,46,0,0,0,10,26,0,0,0,8,10,0,0,0,3,12,0,0,0,2,39,0,0,0,199,422,15,3,1,150.89847715736,153.637075718016,104.733333333333,0,84,7.489149,10.348555,6.218388,1.253935,1.678302
"145","E01030969",0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,3,0,3,0,0,17,17,6,0,0,18,33,3,0,0,54,107,1,0,0,70,115,2,0,0,45,76,0,0,0,20,49,0,0,0,12,31,0,0,0,3,11,0,0,0,3,8,0,0,0,2,49,1,0,0,247,496,20,1,0,143.640816326531,149.337807606264,88.2631578947368,0,NA,6.920931,10.089174,4.196404,1.921971,NA
"146","E01030963",0,0,0,1,0,0,0,4,0,0,0,0,7,0,0,2,0,3,0,0,14,15,5,0,0,14,38,1,0,0,43,127,5,0,0,67,152,1,0,0,62,80,0,0,0,22,57,0,0,0,33,55,2,0,0,9,26,0,0,0,3,16,0,0,0,3,59,0,1,0,272,625,28,2,0,154.252788104089,154.924028268551,93.4642857142857,0,NA,6.945202,10.047867,4.026889,13.344284,NA
"147","E01002941",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,11,23,1,0,0,21,48,3,0,0,58,99,1,0,0,52,120,0,0,0,40,92,0,0,0,13,69,0,1,0,9,45,2,0,0,5,12,0,0,0,10,12,0,0,0,4,49,0,0,0,225,569,11,3,0,147.162895927602,151.601923076923,109.363636363636,57.3333333333333,NA,8.210716,10.21013,7.526351,6.830024,NA
"148","E01002595",0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,6,0,0,13,12,5,0,0,18,24,2,0,0,52,70,0,0,0,55,127,0,0,0,39,118,0,0,0,24,69,0,0,0,13,38,0,0,0,5,6,0,0,0,4,9,0,0,0,4,56,0,0,0,230,529,16,1,0,146.163716814159,155.080338266385,83.4375,0,NA,8.910989,11.948995,5.061943,3.950718,NA
"149","E01002943",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,5,9,2,0,0,16,27,1,0,0,31,85,0,0,0,49,99,2,0,0,30,93,0,0,0,19,68,0,0,0,31,42,0,1,0,8,11,0,0,0,10,8,0,1,0,8,41,0,1,0,209,483,8,4,0,160.109452736318,155.873303167421,100.125,194,NA,8.428689,10.550213,5.335386,12.747433,NA
"150","E01002596",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,10,14,5,0,0,19,25,5,0,0,57,81,1,0,0,65,129,0,0,0,47,110,0,0,0,14,52,0,0,0,18,38,1,1,0,9,11,0,1,0,1,5,0,0,0,0,28,0,0,0,242,493,18,2,0,145.98347107438,152.172043010753,96.6111111111111,215.5,NA,8.761925,10.65161,6.490683,13.017111,NA
"151","E01002594",0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,7,0,0,12,11,12,0,0,25,18,8,0,0,70,74,2,0,0,81,129,0,0,0,58,122,0,0,0,27,59,0,0,0,16,38,0,0,0,4,11,0,0,0,8,12,0,0,0,6,35,0,1,0,308,509,32,3,0,146.615894039735,156.504219409283,93.75,0,NA,8.621455,11.067901,6.132608,7.123887,NA
"152","E01030731",0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,5,1,3,0,0,15,31,11,0,0,32,66,3,0,0,101,160,4,0,0,64,179,0,0,0,47,130,0,0,0,30,70,0,0,0,19,69,2,0,0,7,19,0,0,0,4,12,0,1,0,1,77,0,0,0,325,814,29,2,1,142.765432098765,150.118046132972,93.9310344827586,134,50,6.685519,10.100056,5.132883,8.86516,1.42642
"153","E01030730",0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,3,1,0,0,0,13,25,2,0,0,24,67,1,0,0,75,171,2,0,0,87,173,1,0,0,56,114,0,0,0,47,102,0,0,0,38,73,2,0,0,5,24,0,0,0,14,29,0,0,0,7,74,0,1,0,369,853,13,5,0,154.732044198895,155.95378690629,103.538461538462,0,NA,7.960282,10.477301,4.773758,6.841341,NA
"154","E01003900",0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3,1,5,0,0,13,8,0,0,0,14,17,1,0,1,42,59,1,0,0,55,103,2,0,0,40,77,0,0,0,17,50,0,0,0,7,46,1,0,0,8,13,0,0,0,1,6,0,0,0,0,40,0,2,0,200,420,13,3,1,145.165,158.115789473684,97.8461538461538,0,104,8.019944,11.042168,5.409782,14.404745,6.691307
"155","E01030654",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,11,23,1,0,0,28,40,4,0,0,67,111,1,0,0,66,131,1,0,0,44,107,0,0,0,29,46,0,0,0,25,34,1,0,0,8,19,0,0,0,4,14,0,0,0,2,68,0,2,0,287,594,11,4,0,147.754385964912,151.971482889734,102.909090909091,0,NA,7.396384,10.862614,6.910086,10.375085,NA
"156","E01030728",0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,2,2,0,0,12,29,2,0,0,38,53,4,0,0,71,151,2,0,0,81,167,2,0,0,56,100,0,0,0,34,55,0,0,0,23,68,1,0,0,6,14,0,0,0,9,16,0,0,0,2,56,0,2,0,334,711,18,3,0,147.876506024096,150.195419847328,95.6111111111111,0,NA,7.486808,10.12837,4.88207,16.656171,NA
"157","E01030339",0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,11,21,4,0,0,12,43,1,0,1,56,110,3,0,0,67,126,0,0,0,37,85,0,0,0,19,58,0,0,0,15,47,0,0,0,5,25,0,0,0,3,15,0,1,0,3,43,1,0,0,228,573,20,3,1,146.995555555556,154.520754716981,83.4736842105263,126.666666666667,107,7.348475,10.201173,3.512373,6.098105,6.52156
"158","E01030338",0,0,0,5,0,0,0,8,0,0,0,0,1,0,0,1,0,1,0,0,12,19,8,0,0,20,53,7,0,0,56,104,3,0,0,74,135,1,0,0,74,87,0,0,0,32,52,0,0,0,31,46,1,0,0,11,22,0,0,0,6,41,0,1,0,2,71,0,1,0,319,630,30,7,0,154,160.214669051878,88.3333333333333,50.6666666666667,NA,6.717166,9.912591,4.101482,6.970176,NA
"159","E01016576",0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,1,3,0,0,17,20,5,0,0,33,30,2,0,0,96,127,2,0,0,109,124,3,0,0,82,100,0,0,0,43,67,0,0,0,44,65,2,0,0,20,32,0,0,0,11,44,0,0,0,14,100,0,2,0,473,710,20,9,0,152.912854030501,166.616393442623,103.5,0,NA,7.951657,11.444512,4.370906,6.901513,NA
"160","E01030971",0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,5,1,8,0,0,22,23,6,0,0,34,45,4,0,0,87,115,3,0,1,94,178,0,0,0,59,133,0,0,0,33,83,0,0,0,24,48,1,0,0,10,19,0,1,0,7,10,0,0,0,6,47,0,0,0,381,702,25,7,1,145.493333333333,152.332824427481,94.24,36,119,8.358196,10.375026,5.210348,4.247188,4.969199
"161","E01030973",0,0,0,7,0,0,0,3,0,0,0,0,2,0,0,8,1,5,0,0,20,31,8,0,0,54,70,4,0,0,110,147,2,0,0,105,203,1,0,0,73,155,0,0,0,26,103,0,0,0,25,71,1,0,0,7,25,0,0,0,1,17,0,0,0,3,67,0,0,0,432,890,26,7,0,139.477855477855,153.075334143378,91.5384615384615,0,NA,7.369938,10.393819,5.090611,2.282584,NA
"162","E01030970",0,0,0,2,0,0,0,5,0,0,0,0,4,0,0,4,0,2,0,0,6,17,2,0,0,15,23,1,0,0,54,89,1,0,0,55,110,0,0,0,41,110,0,0,0,22,53,0,0,0,7,32,1,0,0,4,7,0,0,0,3,10,0,1,0,2,34,0,0,0,213,485,16,3,0,144.668246445498,153.046563192905,78.25,105,NA,7.531749,9.99863,3.837097,1.859912,NA
"163","E01030995",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,11,20,4,0,1,21,30,7,0,0,64,76,0,0,0,70,120,0,0,0,35,97,0,0,0,26,45,0,0,0,12,47,0,0,0,3,7,0,0,0,3,6,0,0,0,6,37,0,1,0,253,486,15,2,1,142.740890688259,151.708240534521,92.2666666666667,0,100,8.582966,10.849843,6.467898,10.939082,3.728952
"164","E01030691",0,0,0,11,0,0,0,2,0,0,0,0,6,0,0,2,1,3,0,0,17,20,2,0,0,25,42,0,0,0,58,111,0,0,0,83,141,6,0,0,69,76,1,0,0,43,50,0,0,0,48,69,1,0,0,25,29,0,0,0,9,65,0,0,0,5,70,0,1,0,384,674,21,12,0,159.155672823219,171.473509933775,101.52380952381,0,NA,6.421115,9.943796,4.079006,4.358201,NA
"165","E01033000",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,9,12,9,0,0,15,11,2,0,0,43,49,0,0,0,37,73,0,0,0,32,63,0,0,0,13,46,0,0,0,11,20,1,0,0,2,6,0,0,0,1,3,0,0,0,3,30,0,0,0,167,313,17,0,0,142.524390243902,153.731448763251,96.4705882352941,NA,NA,8.688344,11.304132,6.693239,NA,NA
"166","E01030741",0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,13,27,2,0,0,16,41,1,0,0,60,144,0,0,0,85,152,0,0,0,43,133,0,0,0,28,62,0,0,0,17,37,0,0,0,6,10,0,0,0,5,13,0,0,0,6,41,0,0,0,281,660,6,4,0,147.865454545455,148.571890145396,84.1666666666667,0,NA,8.354065,9.855252,2.860597,2.569472,NA
"167","E01030325",0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,7,21,6,0,0,11,41,4,0,0,61,122,2,0,0,51,112,1,0,0,32,86,0,0,0,43,52,0,0,0,31,36,1,0,0,7,24,0,0,0,4,22,0,0,0,4,59,0,0,0,251,576,22,2,0,156.016194331984,154.698259187621,91.6363636363636,0,NA,7.975544,9.516662,5.590193,1.05681,NA
"168","E01030322",0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,10,17,0,0,0,25,34,3,0,0,71,147,2,0,0,86,153,1,0,0,45,89,0,0,0,30,51,0,0,0,15,60,0,0,0,8,12,0,0,0,4,29,0,0,0,4,53,0,0,0,298,645,16,2,0,146.931972789116,154.728040540541,74.5,0,NA,6.235001,8.824633,4.184975,2.861053,NA
"169","E01030327",0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1,3,4,0,0,4,20,7,0,0,21,38,5,0,0,47,120,1,0,0,72,125,4,0,0,43,96,0,0,0,33,72,0,0,0,23,47,5,0,0,9,24,0,0,0,8,28,0,0,0,1,64,0,2,0,262,637,35,2,0,155.256704980843,158.502617801047,102.657142857143,NA,NA,7.20201,10.550936,6.125979,19.730321,NA
"170","E01030324",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,6,18,2,0,0,19,32,3,0,0,51,90,1,0,0,55,115,2,0,0,38,105,0,0,0,20,57,0,0,0,17,44,0,0,0,4,12,0,0,0,9,13,0,0,0,1,55,1,1,0,220,541,16,1,0,150.876712328767,154.681069958848,85.6666666666667,NA,NA,7.974375,10.875938,4.564726,18.121834,NA
"171","E01030326",0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,1,3,3,0,0,5,20,5,0,0,14,38,5,0,1,50,89,1,0,0,67,99,2,0,0,33,67,0,0,0,33,48,1,0,0,26,60,3,0,0,15,25,0,0,0,6,32,0,1,0,2,62,0,2,0,252,543,24,7,1,157.904,163.900207900208,107.666666666667,60.8,104,7.587257,10.365277,6.059205,9.517159,3.512662
"172","E01030323",0,0,0,7,0,0,0,4,0,0,0,0,4,0,0,3,0,4,0,0,5,25,2,0,0,13,35,1,0,1,41,86,3,0,0,51,121,2,0,0,56,68,0,0,0,30,50,0,0,0,34,43,2,0,0,13,19,0,0,0,4,28,0,0,0,0,45,0,1,0,250,520,22,8,1,159.996,159.143157894737,97.2727272727273,0,104,6.730578,10.027285,5.001803,5.538671,7.080082
"173","E01030320",0,0,0,5,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,4,23,4,0,0,15,46,2,0,0,52,129,0,0,0,62,140,1,0,0,32,98,0,0,0,21,58,0,0,0,19,44,1,1,0,1,18,0,0,0,7,17,0,0,0,2,65,0,1,0,215,638,17,7,0,150.084507042254,151.684118673647,90.9411764705882,36.6666666666667,NA,6.859003,9.940452,5.420782,7.329226,NA
"174","E01030725",0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,7,0,0,14,25,5,0,1,33,31,5,0,0,74,125,0,0,0,72,156,0,0,0,44,138,0,0,0,14,64,0,1,0,11,44,0,0,0,8,11,0,0,0,6,12,0,0,0,8,52,0,2,0,287,658,19,5,1,141.620071684588,152.40099009901,87.3684210526316,61.6666666666667,99,8.237132,10.454009,5.798623,11.77659,2.997946
"175","E01003825",0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,2,3,0,0,12,18,1,0,0,17,33,1,0,0,47,109,0,0,0,65,133,1,0,0,57,107,0,0,0,18,42,0,0,0,18,44,2,0,0,4,22,0,0,0,5,6,0,0,0,3,39,1,0,0,248,555,11,3,0,148.175510204082,151.197674418605,107.2,0,NA,7.744193,9.986468,6.250512,1.582477,NA
"176","E01003824",0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,1,4,0,0,8,15,4,0,0,16,35,1,0,0,43,108,2,0,0,70,121,1,0,0,43,81,0,0,0,21,56,0,0,0,12,46,2,0,0,4,13,0,0,0,3,15,0,0,0,1,43,0,1,0,221,534,19,4,0,147.231818181818,153.16700610998,98.1578947368421,0,NA,6.994237,9.622104,5.212147,6.542094,NA
"177","E01003827",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,6,19,5,0,0,18,40,2,0,1,64,105,0,0,0,64,128,0,0,0,39,98,0,0,0,21,64,0,0,0,22,38,0,0,0,4,20,0,0,0,5,14,0,1,0,5,51,0,0,0,249,578,10,1,1,148.516393442623,153.696394686907,92.2,324,104,8.150007,10.272534,5.98631,14.551676,0.314852
"178","E01003822",0,0,0,3,0,0,0,7,0,0,0,0,1,0,0,3,0,2,0,0,5,14,2,0,2,21,47,2,0,0,37,117,1,0,0,52,141,5,0,0,51,69,0,0,0,23,54,0,0,0,32,40,2,0,0,8,13,0,0,0,4,20,0,0,0,2,60,0,1,0,238,575,22,4,2,155.978813559322,152.419417475728,97.0909090909091,0,97,7.267969,10.10576,4.752659,6.972621,2.798083
"179","E01030703",0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,2,0,3,0,0,11,19,6,0,0,26,47,2,0,1,56,119,0,0,0,58,154,1,0,0,53,120,0,0,0,20,71,0,0,0,13,36,0,0,0,10,13,0,0,0,6,8,0,0,0,6,57,0,0,0,261,644,16,2,1,147.545098039216,149.911413969336,86,0,109,7.890421,10.037865,4.423681,2.057494,4.84052
"180","E01030700",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23,20,5,0,1,26,36,2,0,0,62,120,3,0,0,71,147,1,0,0,50,128,0,0,0,23,62,0,0,0,16,47,0,0,0,6,14,0,0,0,2,11,0,1,0,3,52,0,0,0,282,637,13,3,1,142.716845878136,151.996581196581,99.9230769230769,87.3333333333333,94,8.100533,10.555259,4.609908,6.276978,3.419575
"181","E01030748",0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,1,1,0,0,12,27,2,0,0,24,37,4,0,0,72,135,4,0,1,84,136,2,0,0,60,111,0,0,0,16,51,0,0,0,17,32,1,0,0,11,13,0,0,0,9,11,0,2,0,6,60,1,1,0,315,614,19,3,1,147.763754045307,148.261732851986,105.611111111111,324,111,8.334577,9.911019,6.203361,16.952771,5.754962
"182","E01030699",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,10,21,5,0,0,30,32,1,0,1,52,121,1,0,0,65,133,1,0,0,37,96,0,0,0,20,63,0,0,0,20,34,1,0,0,9,17,0,0,0,7,13,0,0,0,8,69,0,0,0,259,599,14,0,1,149.346613545817,151.369811320755,97.2142857142857,NA,109,8.444157,10.889395,5.948371,NA,5.073237
"183","E01030659",0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,7,0,0,17,27,2,0,0,30,43,1,0,0,75,128,3,0,0,90,145,1,0,0,47,107,0,0,0,34,62,0,0,0,26,60,1,0,0,9,18,0,0,0,2,13,0,1,0,6,66,0,0,0,338,669,19,4,0,145.852409638554,152.95688225539,90.6842105263158,88.5,NA,7.730869,11.115813,5.196152,5.39425,NA
"184","E01002555",0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,3,0,6,0,0,8,16,7,0,0,26,34,9,0,0,87,111,1,0,0,85,113,0,0,0,70,129,0,0,0,33,77,0,0,0,22,43,1,0,0,12,8,0,0,0,10,10,0,0,0,2,45,0,0,0,358,586,26,3,0,150.196629213483,152.968576709797,96.6538461538462,0,NA,8.471047,10.726604,5.930731,2.903034,NA
