"","LSOA11","DomMet_11","DomMet_17","MeanDomElec_11_kWh","MeanDomElec_17_kWh","TotDomElec_11_kWh","TotDomElec_17_kWh","GasMet_11","GasMet_17","MeanDomGas_11_kWh","MeanDomGas_17_kWh","TotDomGas_11_kWh","TotDomGas_17_kWh","cars_total","cars_miles","pu5k","p5_12k","po12k","age_av","miles_av_u3","miles_av_o13","pcars_diesel","pmiles_diesel","vans_total","vans_miles","pmiles_car","pmiles_vans","cars_percap","miles_percap","mean_house_age","pP1900","p1900_18","p1919_29","p1930_39","p1945_54","p1955_64","p1965_72","p1973_82","p1983_92","p1993_99","p2000_09","p2010_15","pUNKNOWN","People_.","Area_Hectares","PopDens","Males.","Females.","Live_HH.","Live_Comm.","Age_Mean","Age_Median","Age0to4.","Age5to7.","Age8to9.","Age10to14.","Age15.","Age16to17.","Age18to19.","Age20to24.","Age25to29.","Age30to44.","Age45to59.","Age60to64.","Age65to74.","Age75to84.","Age85to89.","Age90plus.","Unshared.","Shared2.","Shared3plus.","HHwithRes.","HHnoRes.","Whole_House_Detached.","Whole_House_Semi.","Whole_House_Terraced","Flat_PurposeBuilt.","Flat_Converted.","Flat_Commercial.","Caravan.","Outright.","Mortgage.","Shared.","Social_LA.","Social_Other.","Rented_Landlord.","Rented_Other.","RentFree.","NoCH","Occupancy_Rooms.","Occupancy_Bedrooms.","NoCarsHH","X1CarHH.","X2CarHH.","X3CarHH.","X4plusCarHH.","PartTime.","FullTime.","Self.Emp.","Unemployed.","FTStudent.","Retired.","Student_Inactive.","Carer.","Sick.","Inactive_Other.","Unemp_16to24.","Unemp_50to74.","Unemp_NeverWorked.","Unemp_LongTerm.","All_T2W.","T2W_Home.","T2W_Metro.","T2W_Train.","T2W_Bus.","T2W_Taxi.","T2W_Mbike.","T2W_Car.","T2W_Passenger.","T2W_Cycle.","T2W_Foot.","T2W_Other.","T2W_NoEmp.","All_Grade.","SocGrade_AB.","SocGrade_C1.","SocGrade_C2.","SocGrade_DE.","pHeating_None","pHeating_Gas","pHeating_Electric","pHeating_Other","Dwellings","Crr_EE","Ptn_EE","pop2011","pop2016","area_km","dense_2011","dense_2017","median_household_income","mean_household.size","mean_rooms","mean_bedrooms","RUC11","%All15_PT/walk1,3","area_group","area_supergroup","LSOA_Name"
"11","E01027141",520,793,5084,3996,2643705,3168671,543,774,18662,15406,10133355,11924425,819,6234383,0.297924297924298,0.53968253968254,0.162393162393162,7.82464383285739,8862.25862068966,7999.54790823212,0.277167277167277,0.390370306091236,35,436465,0.916995932900731,0.064198274288493,1.51666666666667,11545.1537037037,1988.82561505065,2.82,0,0,0,1.41,9.86,0.14,2.82,21.13,32.39,8.45,18.31,4.23,1456,63.2,23.03797468,48.07692308,51.92307692,100,0,39.75,43,5.08241758241758,3.2967032967033,2.1978021978022,6.73076923076923,1.0989010989011,3.57142857142857,2.67857142857143,6.11263736263736,5.35714285714286,16.8269230769231,27.0604395604396,7.41758241758242,7.55494505494505,3.77747252747253,0.892857142857143,0.343406593406593,99.8188405797101,0.181159420289855,0,97.6491862567812,2.35081374321881,79.5660036166365,9.40325497287523,10.4882459312839,0.361663652802893,0.180831826401447,0,0,34.2592592592593,52.4074074074074,0.185185185185185,1.48148148148148,3.88888888888889,5.55555555555556,0.740740740740741,1.48148148148148,0,2.03703703703704,1.48148148148148,6.2962962962963,32.7777777777778,41.1111111111111,14.0740740740741,5.74074074074074,15.2466367713004,42.5112107623318,11.5695067264574,2.78026905829596,3.85650224215247,13.542600896861,4.66367713004484,3.67713004484305,1.25560538116592,0.896860986547085,0.807174887892377,0.538116591928251,0.0896860986547085,0.896860986547085,1115,5.2914798206278,0.358744394618834,1.0762331838565,1.16591928251121,0.179372197309417,0.358744394618834,55.9641255605381,5.11210762331839,0.62780269058296,2.0627802690583,0.179372197309417,27.6233183856502,433,0.325635103926097,0.376443418013857,0.161662817551963,0.136258660508083,0,90.56,3.89,1.11,459,74.9782135076253,80.7472766884532,1457,1733,0.632,2305.37974683544,2843.35443037975,"51198",2.7,7.3,3.7,"Urban city and town",76.0213143872114,"8c Comfortable suburbia","8 Suburban living","Northampton 016D"
"12","E01030789",615,625,5930,5586,3646699,3491195,587,594,25911,24194,15209806,14371399,983,7490605,0.343845371312309,0.495422177009156,0.160732451678535,7.86245850923607,9054.57142857143,8053.39224629419,0.24618514750763,0.357109472465842,52,596440,0.915428788753332,0.0728910878045281,1.7491103202847,13328.4786476868,1974.51666666667,1.64,1.64,3.28,1.64,0,18.03,16.39,21.31,11.48,3.28,14.75,4.92,1.64,1479,105.55,14.01231644,50.43948614,49.56051386,98.71534821,1.284651792,44.5753887762001,48,4.394861392833,2.77214334009466,1.82555780933063,5.47667342799189,1.55510480054091,2.56930358350237,2.83975659229209,4.05679513184584,4.25963488843813,14.8749154834348,24.0703177822853,9.06017579445571,12.3732251521298,7.03177822853279,1.62271805273834,1.21703853955375,100,0,0,96.0683760683761,3.93162393162393,82.5641025641026,1.88034188034188,0.512820512820513,13.1623931623932,1.70940170940171,0,0.170940170940171,46.085409252669,45.1957295373665,0,0.533807829181495,0.533807829181495,6.76156583629893,0.533807829181495,0.355871886120996,0.533807829181495,2.84697508896797,1.06761565836299,2.84697508896797,23.4875444839858,48.3985765124555,17.6156583629893,7.65124555160142,13.8686131386861,37.8649635036496,14.7810218978102,1.36861313868613,3.1021897810219,18.978102189781,4.56204379562044,3.46715328467153,0.821167883211679,1.18613138686131,0.273722627737226,0.456204379562044,0,0.72992700729927,1096,9.76277372262774,0.0912408759124088,4.28832116788321,0.912408759124087,0,0.0912408759124088,48.9963503649635,1.45985401459854,0.547445255474453,2.64598540145985,0.273722627737226,30.9306569343066,381,0.514435695538058,0.286089238845144,0.133858267716535,0.0656167979002625,0.53,92.88,2.49,0.89,293,66.0955631399317,78.0307167235495,1476,1529,1.0555,1398.38938891521,1454.28706774041,"67794",2.6,8.2,4.1,"Urban city and town",100,"8a Affluent communities","8 Suburban living","Surrey Heath 009A"
"13","E01023460",600,603,5235,4929,3140760,2972055,581,585,19335,19206,11233453,11235758,827,6728268,0.303506650544135,0.525997581620314,0.17049576783555,7.6595530549631,9384.08064516129,8473.25164690382,0.279322853688029,0.374716048766191,134,2050371,0.753603696184809,0.229653034651733,1.50912408759124,12277.8613138686,1963.60465116279,4.92,1.64,1.64,1.64,19.67,31.15,4.92,0.16,4.92,14.75,13.11,0.16,1.64,1519,173.87,8.736412262,50.4279131,49.5720869,100,0,37.4832126398947,40,5.26662277814352,4.67412771560237,3.2916392363397,10.1382488479263,1.31665569453588,3.15997366688611,2.43581303489138,4.01579986833443,2.1724818959842,24.0947992100066,21.0006583278473,4.93745885450955,7.89993416721527,4.27913100724161,1.1191573403555,0.197498354180382,100,0,0,98.2078853046595,1.7921146953405,26.5232974910394,59.6774193548387,10.3942652329749,2.5089605734767,0.716845878136201,0,0.17921146953405,38.6861313868613,53.4671532846715,0,0,0.364963503649635,5.83941605839416,0.912408759124087,0.72992700729927,1.82481751824817,0.547445255474453,1.09489051094891,5.83941605839416,36.4963503649635,42.3357664233577,11.8613138686131,3.46715328467153,13.6921624173749,42.2096317280453,14.7308781869688,2.64400377714825,2.92728989612842,11.1425873465534,4.81586402266289,6.32672332389046,0.755429650613787,0.755429650613787,0.188857412653447,0.0944287063267233,0,0.755429650613787,1059,5.94900849858357,0.56657223796034,9.25401322001889,1.13314447592068,0.188857412653447,0.28328611898017,46.9310670443815,3.58829084041549,0.755429650613787,4.15486307837583,0.28328611898017,26.9121813031162,414,0.403381642512077,0.345410628019324,0.144927536231884,0.106280193236715,1.82,90.69,3.28,1.28,247,64.3198380566802,77.1983805668016,1526,1368,1.7387,877.667222637603,797.147293955254,"57592.5",2.8,6.8,3.5,"Urban city and town",100,"8c Comfortable suburbia","8 Suburban living","East Hertfordshire 008E"
"14","E01016186",757,1029,6440,5027,4874880,5172975,602,857,21036,17206,12663939,14745648,1086,8485785,0.292817679558011,0.544198895027624,0.162983425414365,8.53077498068252,8969.5905511811,8448.84033613445,0.267955801104972,0.357852573450777,180,1685704,0.781487270763835,0.155242705097487,1.48563611491108,11608.4610123119,1938.85228848821,23.38,3.9,3.9,3.9,6.49,16.88,7.79,2.6,5.19,2.6,16.88,0.13,5.19,1825,1552.88,1.175235691,50.19178082,49.80821918,100,0,40.9128767123288,43,6.19178082191781,4.76712328767123,1.97260273972603,5.36986301369863,1.20547945205479,2.79452054794521,1.97260273972603,3.94520547945205,3.78082191780822,20.4931506849315,25.1506849315069,5.97260273972603,8.54794520547945,5.91780821917808,1.36986301369863,0.547945205479452,100,0,0,95.9317585301837,4.06824146981627,50,33.8582677165354,8.53018372703412,2.88713910761155,1.96850393700787,0.5249343832021,2.23097112860892,33.2421340629275,38.4404924760602,1.64158686730506,3.69357045143639,7.66073871409029,10.2599179206566,1.77838577291382,3.28317373461012,1.09439124487004,3.14637482900137,1.64158686730506,5.60875512995896,32.1477428180575,38.5772913816689,15.3214774281806,8.34473324213406,11.3122171945701,42.7601809954751,16.9683257918552,2.11161387631976,2.8657616892911,11.7647058823529,3.61990950226244,5.05279034690799,1.50829562594268,2.03619909502262,0.754147812971342,0.377073906485671,0.150829562594268,0.52790346907994,1326,9.95475113122172,0.603318250377074,4.07239819004525,0.52790346907994,0.226244343891403,0.301659125188537,49.5475113122172,2.33785822021116,0.829562594268477,4.29864253393665,0.829562594268477,26.4705882352941,532,0.409774436090226,0.338345864661654,0.163533834586466,0.0883458646616541,1.09,81.4,3.56,8.21,386,64.4844559585492,77.2927461139896,1829,1836,15.5288,117.781155015198,126.023903971975,"60272",2.5,6.8,3.3,"Urban city and town",55.2112676056338,"2b Prospering countryside life","2 Countryside living","Bracknell Forest 002C"
"15","E01010251",527,558,4899,4267,2581726,2380724,524,553,19926,18299,10441113,10119249,777,5907541,0.288288288288288,0.571428571428571,0.14028314028314,6.96280909833271,8498.49606299213,7894.37396121884,0.288288288288288,0.370460061132034,54,581913,0.89132113470315,0.0877981812497812,1.50290135396518,11426.5783365571,1976.09341637011,0.18,5.36,1.79,12.5,0.18,5.36,1.79,1.79,53.57,8.93,1.79,7.14,0.18,1412,115.09,12.26865931,50.35410765,49.64589235,100,0,40.1898016997167,44,4.32011331444759,3.328611898017,2.62039660056657,7.71954674220963,0.991501416430595,3.11614730878187,2.12464589235127,4.53257790368272,3.54107648725212,19.4759206798867,28.257790368272,8.07365439093484,7.29461756373938,4.10764872521247,0.424929178470255,0.0708215297450425,100,0,0,98.8527724665392,1.1472275334608,78.585086042065,16.8260038240918,3.05927342256214,1.33843212237094,0.191204588910134,0,0,40.0386847195358,53.7717601547389,0,0.386847195357834,0.580270793036751,4.25531914893617,0.580270793036751,0.386847195357834,0.773694390715667,0.967117988394584,0.773694390715667,4.642166344294,27.6595744680851,47.1953578336557,15.0870406189555,5.41586073500967,15.9406858202039,42.7247451343837,11.6774791473587,2.78035217794254,2.96570898980538,13.6237256719184,4.35588507877665,3.42910101946247,2.0389249304912,0.46339202965709,0.648748841519926,1.29749768303985,0.370713623725672,1.0194624652456,1079,4.17052826691381,0.092678405931418,0.741427247451344,3.89249304911956,0.092678405931418,0.278035217794254,56.3484708063021,4.44856348470806,0.46339202965709,1.85356811862836,0.092678405931418,27.5254865616311,415,0.31566265060241,0.368674698795181,0.190361445783133,0.125301204819277,0.77,94.2,1.16,0.77,251,64.7649402390438,79.9561752988048,1413,1514,1.1509,1227.73481623078,1314.62333825702,"51174",2.7,7.3,3.6,"Urban major conurbation",100,"8c Comfortable suburbia","8 Suburban living","Walsall 007A"
"16","E01023840",637,662,6150,5912,3917425,3913481,471,594,24262,22861,11427387,13579461,825,5916904,0.375757575757576,0.495757575757576,0.128484848484848,7.16283492004231,9420.47222222222,7489.21941489362,0.213333333333333,0.34659781534397,26,255998,0.932814068394968,0.0403586970282051,1.47321428571429,10565.9,1972.98412698413,1.54,3.08,1.54,3.08,4.62,23.08,7.69,15.38,10.77,7.69,12.31,6.15,3.08,1671,104.7,15.95988539,49.55116697,50.44883303,84.73967684,15.26032316,44.2758827049671,43,4.42848593656493,3.23159784560144,1.67564332734889,4.9670855774985,0.957510472770796,1.79533213644524,1.13704368641532,4.36864153201676,5.86475164572113,23.5188509874327,19.2100538599641,6.52304009575105,8.73728306403351,8.07899461400359,2.81268701376421,2.69299820466786,100,0,0,90.1771336553945,9.82286634460548,53.7842190016103,10.6280193236715,1.93236714975845,33.0112721417069,0.644122383252818,0,0,41.4285714285714,22.5,0.178571428571429,0,1.42857142857143,15.5357142857143,17.3214285714286,1.60714285714286,0.714285714285714,1.42857142857143,0.892857142857143,4.28571428571429,38.5714285714286,39.6428571428571,12.1428571428571,5.35714285714286,9.41968040370059,45.6686291000841,16.7367535744323,1.34566862910008,1.51387720773759,9.67199327165686,3.78469301934399,7.06476030277544,2.27081581160639,2.52312867956266,0.504625735912532,0.168208578637511,0.336417157275021,0.588730025231287,1189,8.07401177460051,12.363330529857,1.93439865433137,0.504625735912532,0.0841042893187553,0.168208578637511,27.7544154751892,2.01850294365013,0.336417157275021,19.0916736753574,0.672834314550042,26.9974768713204,408,0.598039215686275,0.316176470588235,0.0441176470588235,0.0416666666666667,0.71,80.54,3.75,10.89,335,68.1432835820896,77.9820895522388,1938,2196,1.047,1851.00286532951,2019.10219675263,"73147",2.5,6.8,3.4,"Urban major conurbation",77.7142857142857,"3c Highly qualified professionals","3 Ethnically diverse professionals","Three Rivers 011B"
"17","E01030822",693,813,6745,6155,4674109,5003759,532,659,25833,22847,13743227,15056329,1102,7873258,0.362976406533575,0.496370235934664,0.14065335753176,8.07383501591904,8550.375,7558.25823045268,0.274047186932849,0.369287530016164,110,1055331,0.833966458339005,0.11178481086805,1.62536873156342,11612.4749262537,1930.33783783784,28,8,2.67,12,2.67,13.33,9.33,4,2.67,1.33,5.33,9.33,2.67,1836,1917.75,0.95737192,49.72766885,50.27233115,95.47930283,4.520697168,44.7418300653595,48,4.73856209150327,3.26797385620915,2.06971677559913,6.91721132897603,1.52505446623094,2.01525054466231,1.79738562091503,3.37690631808279,2.72331154684096,15.4139433551198,26.5795206971678,8.33333333333333,10.9477124183007,6.8082788671024,1.90631808278867,1.57952069716776,100,0,0,95.2247191011236,4.7752808988764,66.7134831460674,21.0674157303371,6.46067415730337,1.12359550561798,3.23033707865169,0.421348314606742,0.98314606741573,44.2477876106195,41.4454277286136,0.147492625368732,1.32743362831858,0,8.55457227138643,2.65486725663717,1.62241887905605,1.32743362831858,2.3598820058997,1.91740412979351,4.42477876106195,26.5486725663717,45.7227138643068,14.306784660767,8.99705014749263,14.7666411629686,37.2609028309105,17.5210405508799,1.45371078806427,1.68324407039021,16.4498852333588,3.44299923488906,5.27926549349656,0.765110941086458,1.37719969395562,0.306044376434583,0.612088752869166,0.0765110941086457,0.612088752869166,1307,7.88064269319051,0.53557765876052,10.4055087987758,0.153022188217292,0.153022188217292,0.688599846977812,44.3764345830145,1.91277735271614,0.0765110941086457,4.13159908186687,0.688599846977812,28.9977046671767,487,0.480492813141684,0.320328542094456,0.137577002053388,0.0616016427104723,1.33,74.34,3.39,14.31,411,65.1557177615572,77.7907542579075,1841,2000,19.1775,95.997914222396,104.914613479338,"70390",2.6,7.2,3.5,"Urban city and town",63.558106169297,"2a Ageing rural neighbourhoods","2 Countryside living","Tandridge 010B"
"18","E01030925",566,609,5248,4658,2970227,2836493,555,608,20379,19765,11310172,12016893,858,6288074,0.36013986013986,0.487179487179487,0.152680652680653,7.84772380254927,9001.06201550388,7688.97922077922,0.278554778554779,0.372829104746541,41,344231,0.921671048510137,0.0504554728045015,1.50262697022767,11012.3887915937,1959.33303085299,1.75,7.02,5.26,21.05,1.75,10.53,15.79,1.75,19.3,1.75,10.53,0.18,0.18,1614,89.5,18.03351955,46.22057001,53.77942999,96.22057001,3.779429988,40.5086741016109,43.5,7.18711276332094,4.64684014869888,2.97397769516729,7.0631970260223,1.17719950433705,2.47831474597274,1.98265179677819,2.29244114002478,2.91201982651797,19.5786864931846,23.543990086741,8.48822800495663,8.30235439900867,5.20446096654275,1.48698884758364,0.681536555142503,100,0,0,99.304347826087,0.695652173913043,69.0434782608696,25.2173913043478,2.95652173913043,2.26086956521739,0.521739130434783,0,0,44.6584938704028,46.2346760070053,1.75131348511384,1.57618213660245,1.57618213660245,3.50262697022767,0.525394045534151,0.175131348511384,0.525394045534151,2.1015761821366,0.875656742556918,5.77933450087566,34.1506129597198,42.907180385289,13.1348511383538,4.02802101576182,17.8984861976848,42.2083704363313,11.8432769367765,1.95903829029386,2.493321460374,12.7337488869101,3.65093499554764,4.71950133570792,0.6233303650935,1.8699910952805,0.267141585040071,0.979519145146928,0,1.15761353517364,1123,7.92520035618878,0.445235975066785,13.1789848619768,0.445235975066785,0.0890471950133571,0.178094390026714,42.653606411398,2.493321460374,1.15761353517364,4.986642920748,0.445235975066785,26.0017809439003,438,0.600456621004566,0.276255707762557,0.0753424657534247,0.0479452054794521,0.53,91.94,1.23,2.28,256,65.89453125,79.86328125,1621,1661,0.895,1811.17318435754,1870.39106145251,"76323.5",2.7,7.1,3.6,"Urban city and town",74.4402985074627,"8a Affluent communities","8 Suburban living","Waverley 010E"
"19","E01002461",544,545,6819,6016,3709340,3278725,516,524,25103,24840,12953269,13015912,776,5567113,0.362113402061856,0.505154639175258,0.132731958762887,7.42721056753953,8318.44827586207,7526.23646723647,0.20360824742268,0.28673066273309,78,984777,0.821621807498818,0.14533821367076,1.50387596899225,10788.9786821705,1965.35390199637,0.19,0,1.85,12.96,14.81,25.93,11.11,14.81,5.56,7.41,3.7,3.7,0,1435,252.5,5.683168317,47.59581882,52.40418118,100,0,41.819512195122,44,4.39024390243902,2.29965156794425,1.60278745644599,6.13240418118467,1.53310104529617,3.41463414634146,2.36933797909408,8.57142857142857,4.80836236933798,15.4703832752613,24.5993031358885,6.55052264808362,9.12891986062718,7.17770034843206,1.39372822299652,0.557491289198606,100,0,0,96.4485981308411,3.55140186915888,80.1869158878505,7.47663551401869,5.23364485981308,7.10280373831776,0,0,0,46.3178294573643,40.5038759689922,0.387596899224806,3.10077519379845,1.35658914728682,7.94573643410853,0.193798449612403,0.193798449612403,0.581395348837209,2.32558139534884,2.51937984496124,8.52713178294574,28.1007751937984,40.8914728682171,15.8914728682171,6.58914728682171,12.7441860465116,33.6744186046512,15.8139534883721,2.41860465116279,5.48837209302326,12.9302325581395,7.72093023255814,5.76744186046512,1.58139534883721,1.86046511627907,0.651162790697674,0.651162790697674,0.0930232558139535,1.2093023255814,1075,5.3953488372093,8.46511627906977,2.51162790697674,3.44186046511628,0.0930232558139535,0.465116279069768,41.1162790697674,2.41860465116279,0.27906976744186,2.51162790697674,0.27906976744186,33.0232558139535,355,0.394366197183099,0.352112676056338,0.140845070422535,0.112676056338028,0.58,92.44,2.33,1.36,241,63.9875518672199,78.6390041493776,1434,1485,2.525,567.920792079208,581.386138613861,"69705",2.8,7.3,3.6,"Urban major conurbation",100,"3b Asian traits","3 Ethnically diverse professionals","Hillingdon 013A"
"20","E01017821",616,623,8376,7791,5159688,4853838,541,543,32058,31204,17343557,16943832,947,6763364,0.378035902851109,0.479408658922915,0.142555438225977,7.4551994952178,8490.89473684211,7615.86255924171,0.262935586061246,0.375954332784691,46,472653,0.922824731408736,0.0644909660007259,1.68805704099822,12055.9073083779,1969.16666666667,3.12,1.56,3.12,17.19,4.69,10.94,6.25,9.38,10.94,4.69,18.75,7.81,1.56,1598,411.85,3.880053418,48.43554443,51.56445557,96.49561952,3.504380476,40.9649561952441,43,5.31914893617021,4.25531914893617,2.19023779724656,6.75844806007509,1.18898623279099,3.44180225281602,2.12765957446809,3.87984981226533,5.38172715894869,17.2715894868586,24.4055068836045,6.5081351689612,9.69962453066333,5.44430538172716,1.50187734668335,0.625782227784731,100,0,0,90.0481540930979,9.95184590690209,67.2552166934189,4.97592295345104,7.38362760834671,17.0144462279294,0.642054574638844,0.160513643659711,2.56821829855538,45.8110516934046,35.650623885918,1.42602495543672,0,1.24777183600713,11.2299465240642,1.06951871657754,3.5650623885918,0.35650623885918,2.49554367201426,1.7825311942959,5.52584670231729,26.5597147950089,37.4331550802139,21.3903743315508,9.09090909090909,9.03614457831325,33.0464716006885,17.9001721170396,1.72117039586919,1.72117039586919,14.2857142857143,6.7986230636833,8.86402753872633,0.688468158347676,5.93803786574871,0.774526678141136,0.430292598967298,0.172117039586919,0.688468158347676,1162,9.38037865748709,1.46299483648881,8.69191049913941,0.344234079173838,0,0,34.2512908777969,2.06540447504303,0.344234079173838,3.44234079173838,1.46299483648881,38.5542168674699,388,0.569587628865979,0.288659793814433,0.077319587628866,0.0644329896907216,0.36,91.98,1.6,1.96,362,69.232044198895,77.2127071823204,1595,1692,4.1185,387.276921209178,405.973048439966,"75110",2.7,8.4,4.1,"Urban city and town",100,"3b Asian traits","3 Ethnically diverse professionals","South Bucks 002D"
"21","E01017607",506,508,5549,4753,2807823,2414567,495,500,21830,21234,10805686,10617057,774,5862236,0.339793281653747,0.501291989664083,0.158914728682171,7.23705578459411,9287.5390625,7897.57836338419,0.288113695090439,0.392417159595758,32,313116,0.932778822731583,0.0498219406141995,1.52662721893491,11562.5956607495,1967.19266917293,3.85,0.19,1.92,3.85,3.85,5.77,44.23,21.15,5.77,5.77,5.77,0.19,0.19,1409,143.18,9.840759883,49.32576295,50.67423705,92.76082328,7.239176721,47.0794889992903,50,5.18097941802697,3.33569907735983,1.98722498225692,3.47764371894961,1.06458481192335,2.27111426543648,2.20014194464159,3.5486160397445,2.48403122782115,16.3946061036196,21.3626685592619,10.0780695528744,13.4137686302342,8.30376153300213,2.48403122782115,2.41305890702626,100,0,0,98.2558139534884,1.74418604651163,72.8682170542636,13.3720930232558,11.046511627907,1.55038759689922,0.387596899224806,0.775193798449612,0,50.4930966469428,41.8145956607495,0,1.18343195266272,0.394477317554241,4.53648915187377,0.394477317554241,1.18343195266272,0,1.9723865877712,2.16962524654832,3.94477317554241,31.9526627218935,44.9704142011834,14.9901380670611,4.14201183431953,12.2650840751731,36.5974282888229,12.2650840751731,2.37388724035608,2.47279920870425,22.650840751731,3.75865479723047,3.9564787339268,1.9782393669634,1.68150346191889,0.791295746785361,0.791295746785361,0.19782393669634,1.18694362017804,1011,7.71513353115727,0.395647873392681,6.92383778437191,0.692383778437191,0,0,39.4658753709199,2.9673590504451,0.791295746785361,4.05539070227498,0.19782393669634,36.7952522255193,345,0.510144927536232,0.281159420289855,0.144927536231884,0.063768115942029,0,95.27,0.99,0.79,194,63.8350515463918,77.7164948453608,1399,1394,1.4318,977.091772593938,951.94859617265,"64604",2.6,7.6,3.7,"Urban city and town",75.5681818181818,"8a Affluent communities","8 Suburban living","Central Bedfordshire 020E"
